
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)


Length Sub-size  Builder Tweaker	BASELINE	DPQ_18_11	DPQ_18_11P	DPQ_18_11_21	DPQ_11	RADIX	MARLIN	[DPQ_18_11 % DPQ_18_11P]

lreps: 801 with reps: 17

_RANDOM:IDENT_____ stats (%): [5: µ=198.63577 σ=98.102875 rms=296.73865 min=44.907406 max=299.03326]
PLATEAU:IDENT_____ stats (%): [6: µ=275.50504 σ=202.2376 rms=477.74265 min=176.7033 max=685.10406]
SHUFFLE:IDENT_____ stats (%): [6: µ=165.14528 σ=263.0103 rms=428.15558 min=29.008162 max=700.0]
STAGGER:REVERSE___ stats (%): [5: µ=204.98236 σ=95.877365 rms=300.85974 min=130.7711 max=370.33554]
SAWTOTH:REVERSE___ stats (%): [5: µ=158.4397 σ=174.79381 rms=333.23352 min=19.334301 max=450.70856]
_RANDOM:REVERSE___ stats (%): [6: µ=161.58687 σ=96.107185 rms=257.69406 min=44.64866 max=291.84647]
PLATEAU:REVERSE___ stats (%): [6: µ=273.77795 σ=81.044556 rms=354.8225 min=224.47258 max=431.918]
SHUFFLE:REVERSE___ stats (%): [6: µ=135.81108 σ=156.32452 rms=292.13562 min=35.813465 max=449.6327]
STAGGER:REVERSE_FR stats (%): [6: µ=230.78061 σ=118.95227 rms=349.73288 min=156.11372 max=470.39365]
SAWTOTH:REVERSE_FR stats (%): [5: µ=154.27971 σ=117.52715 rms=271.80685 min=19.196392 max=331.20023]
_RANDOM:REVERSE_FR stats (%): [4: µ=184.75208 σ=121.67042 rms=306.4225 min=18.977098 max=295.32684]
PLATEAU:REVERSE_FR stats (%): [6: µ=261.9351 σ=108.38254 rms=370.31763 min=188.61107 max=481.0585]
SHUFFLE:REVERSE_FR stats (%): [6: µ=91.2524 σ=59.460876 rms=150.71327 min=37.786842 max=194.48518]
STAGGER:REVERSE_BA stats (%): [6: µ=217.22475 σ=117.23354 rms=334.45828 min=133.21896 max=450.8597]
SAWTOTH:REVERSE_BA stats (%): [6: µ=127.91474 σ=92.231735 rms=220.14648 min=19.269793 max=270.18066]
_RANDOM:REVERSE_BA stats (%): [4: µ=239.23608 σ=52.428787 rms=291.6649 min=171.29033 max=294.84106]
PLATEAU:REVERSE_BA stats (%): [6: µ=179.42046 σ=40.34867 rms=219.76912 min=113.176636 max=239.78142]
SHUFFLE:REVERSE_BA stats (%): [6: µ=89.84306 σ=47.54542 rms=137.38849 min=40.438934 max=164.8377]
STAGGER:SORT______ stats (%): [6: µ=736.31946 σ=83.577805 rms=819.8973 min=694.4505 max=906.6449]
SAWTOTH:SORT______ stats (%): [6: µ=650.18176 σ=269.5426 rms=919.72437 min=171.84467 max=900.3279]
_RANDOM:SORT______ stats (%): [6: µ=638.4799 σ=268.17017 rms=906.65 min=168.71686 max=896.1454]
PLATEAU:SORT______ stats (%): [6: µ=275.58527 σ=203.61945 rms=479.2047 min=176.56079 max=688.24176]
SHUFFLE:SORT______ stats (%): [6: µ=700.0165 σ=8.140531 rms=708.15704 min=694.8802 max=716.2459]
STAGGER:DITHER____ stats (%): [5: µ=169.52792 σ=41.893436 rms=211.42136 min=105.78057 max=209.73573]
SAWTOTH:DITHER____ stats (%): [5: µ=98.16251 σ=70.27931 rms=168.44182 min=21.815598 max=172.38942]
_RANDOM:DITHER____ stats (%): [5: µ=125.54926 σ=117.61373 rms=243.163 min=21.67362 max=288.2332]
PLATEAU:DITHER____ stats (%): [6: µ=23.96629 σ=4.4001446 rms=28.366434 min=21.406307 max=32.662388]
SHUFFLE:DITHER____ stats (%): [6: µ=40.667976 σ=25.429943 rms=66.09792 min=24.821354 max=90.8763]


- size = 5000
stats (%): [202: µ=157.55293 σ=107.80346 rms=265.35638 min=19.443623 max=422.012]
STAGGER:IDENT_____ stats (%): [7: µ=255.54483 σ=93.47296 rms=349.0178 min=76.41788 max=380.98117]
SAWTOTH:IDENT_____ stats (%): [7: µ=154.18237 σ=130.26302 rms=284.44537 min=20.92019 max=380.94864]
_RANDOM:IDENT_____ stats (%): [7: µ=229.3865 σ=140.3445 rms=369.73102 min=48.268955 max=417.65155]
PLATEAU:IDENT_____ stats (%): [7: µ=129.63684 σ=1.3609445 rms=130.99779 min=128.32707 max=132.26794]
SHUFFLE:IDENT_____ stats (%): [5: µ=75.405556 σ=50.40514 rms=125.81069 min=27.540045 max=129.66066]
STAGGER:REVERSE___ stats (%): [7: µ=248.61319 σ=87.55086 rms=336.16403 min=79.02633 max=361.984]
SAWTOTH:REVERSE___ stats (%): [7: µ=152.74893 σ=131.63104 rms=284.37997 min=19.808125 max=381.4552]
_RANDOM:REVERSE___ stats (%): [7: µ=230.104 σ=142.16576 rms=372.26974 min=47.146194 max=419.834]
PLATEAU:REVERSE___ stats (%): [7: µ=107.23682 σ=1.85401 rms=109.09083 min=104.46077 max=109.92321]
SHUFFLE:REVERSE___ stats (%): [5: µ=78.353775 σ=39.97999 rms=118.33376 min=42.255 max=133.36928]
STAGGER:REVERSE_FR stats (%): [7: µ=253.22267 σ=91.45479 rms=344.67746 min=77.300674 max=374.77246]
SAWTOTH:REVERSE_FR stats (%): [7: µ=150.36482 σ=134.49672 rms=284.86154 min=19.814077 max=382.79605]
_RANDOM:REVERSE_FR stats (%): [7: µ=231.37064 σ=140.70691 rms=372.07755 min=54.449596 max=422.012]
PLATEAU:REVERSE_FR stats (%): [7: µ=97.37395 σ=31.200024 rms=128.57397 min=26.713253 max=112.214165]
SHUFFLE:REVERSE_FR stats (%): [5: µ=57.217052 σ=36.125114 rms=93.34216 min=26.714169 max=117.504715]
STAGGER:REVERSE_BA stats (%): [7: µ=252.58769 σ=90.311905 rms=342.8996 min=77.66463 max=365.87885]
SAWTOTH:REVERSE_BA stats (%): [7: µ=151.07115 σ=134.1393 rms=285.21045 min=19.443623 max=387.5304]
_RANDOM:REVERSE_BA stats (%): [7: µ=227.61166 σ=140.4176 rms=368.02927 min=47.167454 max=414.31985]
PLATEAU:REVERSE_BA stats (%): [7: µ=122.39432 σ=18.680378 rms=141.07469 min=80.31165 max=133.40564]
SHUFFLE:REVERSE_BA stats (%): [5: µ=75.92809 σ=46.8511 rms=122.77919 min=33.82627 max=151.66837]
STAGGER:SORT______ stats (%): [7: µ=128.89334 σ=0.6933259 rms=129.58667 min=127.99155 max=129.71819]
SAWTOTH:SORT______ stats (%): [7: µ=119.24673 σ=20.149664 rms=139.3964 min=74.01289 max=129.1332]
_RANDOM:SORT______ stats (%): [7: µ=120.52462 σ=20.77706 rms=141.30168 min=74.03292 max=133.33333]
PLATEAU:SORT______ stats (%): [7: µ=130.98143 σ=1.1947553 rms=132.1762 min=129.04167 max=132.54106]
SHUFFLE:SORT______ stats (%): [7: µ=129.14337 σ=0.7700048 rms=129.91338 min=127.94118 max=130.26593]
STAGGER:DITHER____ stats (%): [7: µ=267.63464 σ=63.232254 rms=330.8669 min=175.77727 max=377.11472]
SAWTOTH:DITHER____ stats (%): [7: µ=148.10785 σ=108.862404 rms=256.97025 min=23.33427 max=305.56857]
_RANDOM:DITHER____ stats (%): [7: µ=229.62364 σ=145.4587 rms=375.08234 min=23.923199 max=407.36145]
PLATEAU:DITHER____ stats (%): [7: µ=26.68958 σ=5.351186 rms=32.040768 min=23.167849 max=37.67681]
SHUFFLE:DITHER____ stats (%): [7: µ=47.300217 σ=31.571629 rms=78.87184 min=27.25659 max=111.374214]



--- STATS ---
Comparing sorters DPQ_18_11_21 vs MARLIN
winners  : 149 / 24
avg   (%): 49.5444   
stats (%): [1065: µ=65.44171 σ=49.759624 rms=115.20133 min=7.1725698 max=479.5326]


Stats per keys:
STAGGER:IDENT_____ stats (%): [36: µ=129.68552 σ=79.96018 rms=209.64569 min=44.143803 max=404.38757]
SAWTOTH:IDENT_____ stats (%): [36: µ=71.18257 σ=61.39696 rms=132.57954 min=8.643402 max=252.31194]
_RANDOM:IDENT_____ stats (%): [35: µ=53.739403 σ=35.713997 rms=89.4534 min=8.716294 max=141.72194]
PLATEAU:IDENT_____ stats (%): [37: µ=36.540806 σ=25.393732 rms=61.93454 min=13.958969 max=87.45098]
SHUFFLE:IDENT_____ stats (%): [30: µ=54.142086 σ=20.515776 rms=74.65786 min=14.788733 max=90.01983]
STAGGER:REVERSE___ stats (%): [35: µ=107.95691 σ=63.40539 rms=171.3623 min=27.07632 max=391.2874]
SAWTOTH:REVERSE___ stats (%): [36: µ=64.44853 σ=81.41431 rms=145.86284 min=8.734898 max=479.5326]
_RANDOM:REVERSE___ stats (%): [34: µ=54.4796 σ=39.127953 rms=93.60755 min=8.207374 max=209.54114]
PLATEAU:REVERSE___ stats (%): [37: µ=36.011963 σ=29.399042 rms=65.411 min=8.445307 max=130.0]
SHUFFLE:REVERSE___ stats (%): [30: µ=66.117355 σ=44.07734 rms=110.1947 min=12.046488 max=234.95146]
STAGGER:REVERSE_FR stats (%): [37: µ=115.70092 σ=61.195805 rms=176.89673 min=33.50272 max=349.13745]
SAWTOTH:REVERSE_FR stats (%): [36: µ=70.62986 σ=58.270023 rms=128.89989 min=8.615754 max=256.15842]
_RANDOM:REVERSE_FR stats (%): [35: µ=54.858624 σ=34.46835 rms=89.32697 min=7.1725698 max=142.9979]
PLATEAU:REVERSE_FR stats (%): [37: µ=39.85213 σ=29.900581 rms=69.75271 min=8.484515 max=110.445206]
SHUFFLE:REVERSE_FR stats (%): [32: µ=62.3437 σ=19.994446 rms=82.33815 min=13.208201 max=111.398964]
STAGGER:REVERSE_BA stats (%): [37: µ=105.82576 σ=48.794437 rms=154.6202 min=33.86388 max=205.59486]
SAWTOTH:REVERSE_BA stats (%): [36: µ=62.528805 σ=48.87721 rms=111.40601 min=8.367196 max=214.22487]
_RANDOM:REVERSE_BA stats (%): [33: µ=57.511013 σ=34.36573 rms=91.87675 min=8.26103 max=136.89798]
PLATEAU:REVERSE_BA stats (%): [37: µ=38.929432 σ=28.49786 rms=67.42729 min=13.829593 max=118.00554]
SHUFFLE:REVERSE_BA stats (%): [34: µ=62.020885 σ=19.904764 rms=81.92565 min=19.462486 max=106.510284]
STAGGER:SORT______ stats (%): [37: µ=67.71564 σ=26.659628 rms=94.37527 min=14.879757 max=96.06417]
SAWTOTH:SORT______ stats (%): [37: µ=59.378372 σ=31.649755 rms=91.02813 min=8.493619 max=107.55648]
_RANDOM:SORT______ stats (%): [37: µ=60.18999 σ=32.645367 rms=92.83536 min=8.278496 max=111.64658]
PLATEAU:SORT______ stats (%): [37: µ=36.560974 σ=25.390984 rms=61.951958 min=13.994036 max=86.614174]
SHUFFLE:SORT______ stats (%): [37: µ=66.24957 σ=25.599741 rms=91.84931 min=15.335415 max=89.1129]
STAGGER:DITHER____ stats (%): [35: µ=118.620224 σ=54.31284 rms=172.93306 min=54.579323 max=257.5119]
SAWTOTH:DITHER____ stats (%): [36: µ=69.47258 σ=45.442284 rms=114.91486 min=10.628047 max=186.10501]
_RANDOM:DITHER____ stats (%): [36: µ=61.991768 σ=45.623196 rms=107.61497 min=7.9854765 max=248.58801]
PLATEAU:DITHER____ stats (%): [36: µ=29.82397 σ=21.654732 rms=51.478703 min=10.716771 max=76.8421]
SHUFFLE:DITHER____ stats (%): [37: µ=49.2374 σ=13.970656 rms=63.208057 min=16.865953 max=80.54111]


stats per keys and sizes:
- size = 50
stats (%): [119: µ=80.69649 σ=21.711855 rms=102.40835 min=16.865953 max=234.95146]
STAGGER:IDENT_____ stats (%): [4: µ=88.121544 σ=24.631332 rms=112.75288 min=70.81545 max=124.545456]
SAWTOTH:IDENT_____ stats (%): [4: µ=77.83511 σ=3.5213401 rms=81.35645 min=75.0 max=82.94574]
_RANDOM:IDENT_____ stats (%): [4: µ=68.05706 σ=31.340889 rms=99.39795 min=21.843004 max=87.99249]
PLATEAU:IDENT_____ stats (%): [4: µ=79.85 σ=2.0882666 rms=81.93826 min=78.51852 max=82.94574]
SHUFFLE:IDENT_____ stats (%): [3: µ=61.550163 σ=21.329084 rms=82.87925 min=41.17647 max=83.72093]
STAGGER:REVERSE___ stats (%): [4: µ=86.25206 σ=4.3623824 rms=90.61444 min=82.330826 max=91.93825]
SAWTOTH:REVERSE___ stats (%): [4: µ=88.33684 σ=21.139181 rms=109.47602 min=74.82517 max=119.58042]
_RANDOM:REVERSE___ stats (%): [4: µ=79.75616 σ=4.3998904 rms=84.15605 min=75.524475 max=84.43649]
PLATEAU:REVERSE___ stats (%): [4: µ=104.67831 σ=24.245707 rms=128.92401 min=78.52761 max=130.0]
SHUFFLE:REVERSE___ stats (%): [4: µ=147.3189 σ=61.568546 rms=208.88745 min=93.59165 max=234.95146]
STAGGER:REVERSE_FR stats (%): [4: µ=83.02169 σ=13.370412 rms=96.3921 min=71.05751 max=101.80995]
SAWTOTH:REVERSE_FR stats (%): [4: µ=74.899994 σ=1.3485812 rms=76.24857 min=73.809525 max=76.608185]
_RANDOM:REVERSE_FR stats (%): [4: µ=82.66033 σ=5.3591623 rms=88.01949 min=76.056335 max=87.5]
PLATEAU:REVERSE_FR stats (%): [4: µ=72.484344 σ=4.149981 rms=76.63433 min=68.711655 max=76.31579]
SHUFFLE:REVERSE_FR stats (%): [4: µ=67.18495 σ=6.687261 rms=73.872215 min=61.178864 max=76.608185]
STAGGER:REVERSE_BA stats (%): [4: µ=78.00636 σ=6.8819923 rms=84.88836 min=73.76426 max=88.28829]
SAWTOTH:REVERSE_BA stats (%): [4: µ=76.46354 σ=2.3138385 rms=78.777374 min=74.50199 max=79.76878]
_RANDOM:REVERSE_BA stats (%): [4: µ=84.187325 σ=6.577677 rms=90.765 min=75.35211 max=89.648796]
PLATEAU:REVERSE_BA stats (%): [4: µ=79.4694 σ=0.6265385 rms=80.09594 min=78.67647 max=80.0]
SHUFFLE:REVERSE_BA stats (%): [4: µ=67.208824 σ=8.776248 rms=75.98507 min=59.288536 max=79.42029]
STAGGER:SORT______ stats (%): [4: µ=83.69065 σ=0.5845411 rms=84.27519 min=82.94574 max=84.375]
SAWTOTH:SORT______ stats (%): [4: µ=81.59844 σ=4.2049994 rms=85.803444 min=75.35211 max=84.375]
_RANDOM:SORT______ stats (%): [4: µ=81.209335 σ=3.9167447 rms=85.126076 min=75.35211 max=83.59375]
PLATEAU:SORT______ stats (%): [4: µ=80.22037 σ=1.8959205 rms=82.11629 min=78.67647 max=82.94574]
SHUFFLE:SORT______ stats (%): [4: µ=83.30154 σ=0.4141124 rms=83.71565 min=82.94574 max=83.72093]
STAGGER:DITHER____ stats (%): [4: µ=87.79062 σ=24.094673 rms=111.88529 min=71.28713 max=123.478264]
SAWTOTH:DITHER____ stats (%): [4: µ=73.29898 σ=9.063512 rms=82.362495 min=59.917355 max=79.95992]
_RANDOM:DITHER____ stats (%): [4: µ=82.9955 σ=4.3334084 rms=87.32891 min=77.16702 max=87.59399]
PLATEAU:DITHER____ stats (%): [4: µ=69.98496 σ=7.3510246 rms=77.33598 min=59.917355 max=76.8421]
SHUFFLE:DITHER____ stats (%): [4: µ=44.674835 σ=18.548445 rms=63.223278 min=16.865953 max=54.761906]


- size = 100
stats (%): [117: µ=68.43669 σ=29.770481 rms=98.20717 min=12.8350935 max=152.95454]
STAGGER:IDENT_____ stats (%): [4: µ=102.00098 σ=35.13621 rms=137.13719 min=72.36723 max=152.95454]
SAWTOTH:IDENT_____ stats (%): [3: µ=75.6832 σ=62.5515 rms=138.2347 min=37.275986 max=147.86185]
_RANDOM:IDENT_____ stats (%): [4: µ=55.84215 σ=36.99128 rms=92.833435 min=12.973998 max=86.93035]
PLATEAU:IDENT_____ stats (%): [4: µ=51.445114 σ=24.447062 rms=75.89217 min=34.686348 max=87.45098]
SHUFFLE:IDENT_____ stats (%): [3: µ=50.060604 σ=37.10173 rms=87.16233 min=14.788733 max=88.75502]
STAGGER:REVERSE___ stats (%): [4: µ=83.9584 σ=13.285438 rms=97.243835 min=68.21138 max=100.71048]
SAWTOTH:REVERSE___ stats (%): [4: µ=51.02693 σ=12.985305 rms=64.01224 min=37.275986 max=63.452187]
_RANDOM:REVERSE___ stats (%): [4: µ=53.721058 σ=33.883274 rms=87.60433 min=14.115092 max=82.98052]
PLATEAU:REVERSE___ stats (%): [4: µ=44.43247 σ=11.946774 rms=56.379242 min=34.57944 max=61.18326]
SHUFFLE:REVERSE___ stats (%): [3: µ=35.549057 σ=17.548353 rms=53.097412 min=15.290399 max=46.045506]
STAGGER:REVERSE_FR stats (%): [4: µ=94.93048 σ=22.619905 rms=117.550385 min=73.33916 max=126.718544]
SAWTOTH:REVERSE_FR stats (%): [4: µ=71.52112 σ=46.362675 rms=117.8838 min=36.524822 max=135.98326]
_RANDOM:REVERSE_FR stats (%): [4: µ=55.47027 σ=35.39566 rms=90.86593 min=14.662677 max=85.254234]
PLATEAU:REVERSE_FR stats (%): [4: µ=66.84963 σ=39.53936 rms=106.38899 min=32.87197 max=110.445206]
SHUFFLE:REVERSE_FR stats (%): [4: µ=80.4756 σ=20.843863 rms=101.31946 min=66.85237 max=111.398964]
STAGGER:REVERSE_BA stats (%): [4: µ=79.37649 σ=15.74566 rms=95.12215 min=70.85515 max=102.97157]
SAWTOTH:REVERSE_BA stats (%): [4: µ=63.491947 σ=29.41119 rms=92.90314 min=36.785713 max=89.24123]
_RANDOM:REVERSE_BA stats (%): [4: µ=57.25454 σ=38.83289 rms=96.087425 min=12.8350935 max=93.35083]
PLATEAU:REVERSE_BA stats (%): [4: µ=59.049328 σ=39.61379 rms=98.66312 min=34.317345 max=118.00554]
SHUFFLE:REVERSE_BA stats (%): [4: µ=52.192223 σ=24.871006 rms=77.06323 min=19.462486 max=79.96575]
STAGGER:SORT______ stats (%): [4: µ=89.47332 σ=1.3088557 rms=90.78217 min=87.6494 max=90.72581]
SAWTOTH:SORT______ stats (%): [4: µ=75.09233 σ=25.510822 rms=100.60315 min=36.917564 max=89.558235]
_RANDOM:SORT______ stats (%): [4: µ=81.83833 σ=31.533987 rms=113.37232 min=37.275986 max=111.64658]
PLATEAU:SORT______ stats (%): [4: µ=51.343307 σ=23.963188 rms=75.306496 min=35.05535 max=86.614174]
SHUFFLE:SORT______ stats (%): [4: µ=88.57933 σ=0.64005935 rms=89.21939 min=87.6494 max=89.1129]
STAGGER:DITHER____ stats (%): [4: µ=91.16721 σ=15.040904 rms=106.20812 min=72.86477 max=109.69231]
SAWTOTH:DITHER____ stats (%): [4: µ=84.17766 σ=32.10576 rms=116.28342 min=41.132774 max=114.07895]
_RANDOM:DITHER____ stats (%): [4: µ=69.22533 σ=23.9682 rms=93.19353 min=41.078068 max=90.988625]
PLATEAU:DITHER____ stats (%): [4: µ=58.543396 σ=19.021687 rms=77.56508 min=40.99723 max=75.12488]
SHUFFLE:DITHER____ stats (%): [4: µ=68.324615 σ=6.791619 rms=75.116234 min=60.16371 max=75.50586]


- size = 200
stats (%): [144: µ=60.319008 σ=24.376959 rms=84.69597 min=10.4849 max=131.02942]
STAGGER:IDENT_____ stats (%): [4: µ=67.53842 σ=21.831242 rms=89.36966 min=44.143803 max=92.02627]
SAWTOTH:IDENT_____ stats (%): [5: µ=58.806618 σ=39.71864 rms=98.52525 min=17.272728 max=115.8839]
_RANDOM:IDENT_____ stats (%): [4: µ=57.104977 σ=23.796144 rms=80.90112 min=27.716536 max=77.30819]
PLATEAU:IDENT_____ stats (%): [5: µ=44.242413 σ=20.01436 rms=64.256775 min=29.855537 max=76.92308]
SHUFFLE:IDENT_____ stats (%): [5: µ=57.772583 σ=22.815386 rms=80.58797 min=22.448057 max=78.070175]
STAGGER:REVERSE___ stats (%): [5: µ=72.82493 σ=6.8579025 rms=79.68283 min=66.982864 max=84.67742]
SAWTOTH:REVERSE___ stats (%): [5: µ=41.64132 σ=9.892593 rms=51.533913 min=27.672956 max=52.855095]
_RANDOM:REVERSE___ stats (%): [5: µ=53.941586 σ=26.389563 rms=80.33115 min=23.562855 max=77.84219]
PLATEAU:REVERSE___ stats (%): [5: µ=35.171688 σ=8.650369 rms=43.822056 min=27.134146 max=45.777027]
SHUFFLE:REVERSE___ stats (%): [5: µ=80.5981 σ=31.134855 rms=111.732956 min=42.468086 max=113.09524]
STAGGER:REVERSE_FR stats (%): [5: µ=81.21462 σ=25.234747 rms=106.44937 min=64.60064 max=125.760086]
SAWTOTH:REVERSE_FR stats (%): [5: µ=55.481514 σ=19.68173 rms=75.16324 min=27.672956 max=72.84128]
_RANDOM:REVERSE_FR stats (%): [5: µ=73.785805 σ=36.94352 rms=110.729324 min=27.962086 max=131.02942]
PLATEAU:REVERSE_FR stats (%): [5: µ=43.436752 σ=21.682714 rms=65.11947 min=27.0 max=71.35889]
SHUFFLE:REVERSE_FR stats (%): [4: µ=64.30686 σ=8.289333 rms=72.59619 min=53.353657 max=71.21951]
STAGGER:REVERSE_BA stats (%): [5: µ=77.04233 σ=20.67923 rms=97.72156 min=63.4501 max=112.79647]
SAWTOTH:REVERSE_BA stats (%): [5: µ=50.82659 σ=31.550592 rms=82.37718 min=10.4849 max=89.268295]
_RANDOM:REVERSE_BA stats (%): [4: µ=60.395004 σ=21.899319 rms=82.29432 min=27.760252 max=73.53227]
PLATEAU:REVERSE_BA stats (%): [5: µ=46.588505 σ=25.09397 rms=71.68247 min=29.478827 max=88.76483]
SHUFFLE:REVERSE_BA stats (%): [5: µ=63.299892 σ=22.520454 rms=85.82034 min=27.91531 max=88.83461]
STAGGER:SORT______ stats (%): [5: µ=79.346535 σ=2.77519 rms=82.12172 min=76.480835 max=82.48686]
SAWTOTH:SORT______ stats (%): [5: µ=70.700035 σ=26.29843 rms=96.99847 min=27.388535 max=99.13043]
_RANDOM:SORT______ stats (%): [5: µ=73.870636 σ=27.924028 rms=101.79466 min=27.672956 max=103.48432]
PLATEAU:SORT______ stats (%): [5: µ=44.040512 σ=20.05568 rms=64.09619 min=29.71246 max=76.88266]
SHUFFLE:SORT______ stats (%): [5: µ=77.54472 σ=0.7179217 rms=78.26265 min=76.74825 max=78.63397]
STAGGER:DITHER____ stats (%): [4: µ=75.61855 σ=15.827772 rms=91.44633 min=54.579323 max=92.16141]
SAWTOTH:DITHER____ stats (%): [5: µ=60.18176 σ=26.312075 rms=86.493835 min=32.141594 max=101.59102]
_RANDOM:DITHER____ stats (%): [5: µ=59.03878 σ=18.792719 rms=77.8315 min=32.27645 max=76.23568]
PLATEAU:DITHER____ stats (%): [4: µ=35.68583 σ=8.936518 rms=44.62235 min=26.379248 max=47.661972]
SHUFFLE:DITHER____ stats (%): [5: µ=47.269543 σ=15.203149 rms=62.47269 min=32.20036 max=70.81301]


- size = 500
stats (%): [144: µ=57.714123 σ=51.21835 rms=108.93247 min=13.02563 max=404.38757]
STAGGER:IDENT_____ stats (%): [5: µ=144.3322 σ=145.69559 rms=290.02777 min=67.124664 max=404.38757]
SAWTOTH:IDENT_____ stats (%): [5: µ=65.40337 σ=65.77004 rms=131.17342 min=13.02563 max=172.08344]
_RANDOM:IDENT_____ stats (%): [5: µ=42.869354 σ=26.206547 rms=69.075905 min=15.036839 max=70.67685]
PLATEAU:IDENT_____ stats (%): [5: µ=29.029608 σ=20.082146 rms=49.111755 min=18.021978 max=64.59715]
SHUFFLE:IDENT_____ stats (%): [4: µ=52.674076 σ=12.365085 rms=65.03916 min=39.67382 max=65.561226]
STAGGER:REVERSE___ stats (%): [4: µ=64.84011 σ=2.0185704 rms=66.85868 min=62.94487 max=67.68573]
SAWTOTH:REVERSE___ stats (%): [5: µ=47.021667 σ=37.26552 rms=84.287186 min=13.591479 max=105.12022]
_RANDOM:REVERSE___ stats (%): [4: µ=35.712395 σ=25.283829 rms=60.99622 min=13.582457 max=67.70722]
PLATEAU:REVERSE___ stats (%): [5: µ=28.282148 σ=15.977121 rms=44.25927 min=17.446436 max=55.460995]
SHUFFLE:REVERSE___ stats (%): [3: µ=49.377052 σ=12.815886 rms=62.19294 min=38.45418 max=63.48517]
STAGGER:REVERSE_FR stats (%): [5: µ=129.78667 σ=122.77382 rms=252.56049 min=69.49208 max=349.13745]
SAWTOTH:REVERSE_FR stats (%): [5: µ=80.72593 σ=101.14554 rms=181.87146 min=13.447137 max=256.15842]
_RANDOM:REVERSE_FR stats (%): [5: µ=41.835983 σ=25.380526 rms=67.21651 min=13.89664 max=68.39098]
PLATEAU:REVERSE_FR stats (%): [5: µ=36.328312 σ=26.309093 rms=62.637405 min=17.857143 max=76.940636]
SHUFFLE:REVERSE_FR stats (%): [5: µ=65.505684 σ=23.03811 rms=88.54379 min=44.76548 max=90.73766]
STAGGER:REVERSE_BA stats (%): [5: µ=89.74645 σ=43.175465 rms=132.92192 min=66.04033 max=166.75406]
SAWTOTH:REVERSE_BA stats (%): [5: µ=56.134674 σ=47.173008 rms=103.307686 min=13.237236 max=128.2592]
_RANDOM:REVERSE_BA stats (%): [4: µ=41.8293 σ=29.92827 rms=71.75757 min=14.398929 max=68.26064]
PLATEAU:REVERSE_BA stats (%): [5: µ=29.041039 σ=20.197803 rms=49.238842 min=18.085106 max=64.81656]
SHUFFLE:REVERSE_BA stats (%): [5: µ=58.9573 σ=13.489134 rms=72.446434 min=41.772152 max=77.53425]
STAGGER:SORT______ stats (%): [5: µ=66.17415 σ=0.9652995 rms=67.13944 min=65.157684 max=67.3126]
SAWTOTH:SORT______ stats (%): [5: µ=55.434605 σ=22.173357 rms=77.60796 min=17.566372 max=70.642204]
_RANDOM:SORT______ stats (%): [5: µ=58.013233 σ=24.92503 rms=82.93826 min=17.47359 max=81.44624]
PLATEAU:SORT______ stats (%): [5: µ=29.148964 σ=20.398691 rms=49.547657 min=17.86655 max=65.28374]
SHUFFLE:SORT______ stats (%): [5: µ=65.37855 σ=0.32249472 rms=65.70105 min=64.875824 max=65.70122]
STAGGER:DITHER____ stats (%): [5: µ=90.1858 σ=28.421179 rms=118.60698 min=66.74036 max=137.50851]
SAWTOTH:DITHER____ stats (%): [5: µ=53.076954 σ=37.116337 rms=90.19329 min=17.023445 max=105.9382]
_RANDOM:DITHER____ stats (%): [5: µ=45.792263 σ=26.782806 rms=72.575066 min=16.906515 max=74.4554]
PLATEAU:DITHER____ stats (%): [5: µ=22.430294 σ=7.7650676 rms=30.195362 min=16.507257 max=35.61082]
SHUFFLE:DITHER____ stats (%): [5: µ=45.8606 σ=8.876523 rms=54.73712 min=36.191147 max=60.24067]


- size = 1000
stats (%): [173: µ=61.733818 σ=41.922146 rms=103.65597 min=11.506656 max=277.7032]
STAGGER:IDENT_____ stats (%): [6: µ=115.63159 σ=80.454216 rms=196.0858 min=72.0729 max=277.7032]
SAWTOTH:IDENT_____ stats (%): [6: µ=56.866516 σ=43.900917 rms=100.76743 min=12.021577 max=122.57106]
_RANDOM:IDENT_____ stats (%): [6: µ=76.21526 σ=63.646744 rms=139.862 min=11.506656 max=141.72194]
