
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)


Length Sub-size  Builder Tweaker	BASELINE	DPQ_18_11	DPQ_18_11P	DPQ_18_11_21	DPQ_11	RADIX	MARLIN	[DPQ_18_11 % DPQ_18_11P]

lreps: 801 with reps: 17

5000 4096  STAGGER IDENT_____	   0.000733	   0.260990	   0.268248	   0.263298	   0.275895	   0.091800	   0.145599	     97.29 % 
5000 4096  SAWTOTH IDENT_____	   0.000751	   0.010477	   0.010727	   0.011890	   0.016319	   0.013681	   0.039409	     97.68 % 
5000 4096  _RANDOM IDENT_____	   0.000732	   0.280249	   0.284609	   0.278946	   0.314291	   0.107876	   0.435596	     98.47 % 
5000 4096  PLATEAU IDENT_____	   0.000735	   0.002700	   0.001638	   0.003067	   0.003238	   0.002387	   0.020414	    164.79 % .!!!!.
5000 4096  SHUFFLE IDENT_____	   0.000750	!  0.016279	!  0.018172	!  0.017214	!  0.027677	!  0.026586	!  0.037904	     89.58 % 
5000 4096  STAGGER REVERSE___	   0.000758	   0.253009	   0.257175	   0.253461	   0.275176	   0.092008	   0.141178	     98.38 % 
5000 4096  SAWTOTH REVERSE___	   0.000761	   0.015972	   0.012932	   0.014154	   0.020243	   0.018350	   0.070661	    123.51 % .!!!.
5000 4096  _RANDOM REVERSE___	   0.000760	   0.281337	   0.285074	   0.278440	   0.310662	   0.107607	   0.435812	     98.69 % 
5000 4096  PLATEAU REVERSE___	   0.000751	   0.006270	   0.004632	   0.005831	   0.005544	   0.005582	   0.044258	    135.38 % .!!!.
5000 4096  SHUFFLE REVERSE___	   0.000737	!  0.025394	!  0.027609	!  0.023822	!  0.030466	!  0.025802	   0.068155	     91.98 % 
5000 4096  STAGGER REVERSE_FR	   0.000753	   0.255417	   0.261776	   0.258713	   0.284027	   0.092104	   0.155469	     97.57 % 
5000 4096  SAWTOTH REVERSE_FR	   0.000761	   0.012411	   0.012268	   0.013401	   0.017569	   0.025283	   0.055887	    101.17 % ..
5000 4096  _RANDOM REVERSE_FR	   0.000752	   0.283101	   0.287906	   0.281902	   0.310348	   0.107908	   0.434831	     98.33 % 
5000 4096  PLATEAU REVERSE_FR	   0.000752	   0.004546	   0.003215	   0.004549	   0.004532	   0.017029	   0.034975	    141.38 % .!!!.
5000 4096  SHUFFLE REVERSE_FR	   0.000758	!  0.024529	!  0.023582	!  0.024585	!  0.030393	!  0.030935	   0.053187	    104.02 % ..
5000 4096  STAGGER REVERSE_BA	   0.000760	   0.262953	   0.265803	   0.260170	   0.283296	   0.091775	   0.155153	     98.93 % 
5000 4096  SAWTOTH REVERSE_BA	   0.000751	   0.017066	   0.016416	   0.017926	   0.020124	   0.025847	   0.056148	    103.96 % ..
5000 4096  _RANDOM REVERSE_BA	   0.000757	   0.280278	   0.286349	   0.280094	   0.312310	   0.109156	   0.435987	     97.88 % 
5000 4096  PLATEAU REVERSE_BA	   0.000763	   0.013531	   0.012719	   0.013967	   0.020022	   0.017391	   0.028945	    106.38 % .!.
5000 4096  SHUFFLE REVERSE_BA	   0.000728	!  0.037093	!  0.035369	!  0.039229	   0.035310	!  0.032393	   0.053501	    104.87 % ..
5000 4096  STAGGER SORT______	   0.000740	   0.002724	   0.001576	   0.003051	   0.003231	   0.002380	   0.019792	    172.83 % .!!!!.
5000 4096  SAWTOTH SORT______	   0.000747	   0.002698	   0.001629	   0.003054	   0.003197	   0.002365	   0.019418	    165.58 % .!!!!.
5000 4096  _RANDOM SORT______	   0.000748	   0.002697	   0.001588	   0.003070	   0.003117	   0.002375	   0.019813	    169.81 % .!!!!.
5000 4096  PLATEAU SORT______	   0.000746	   0.002716	   0.001574	   0.003067	   0.003209	   0.002356	   0.020337	    172.55 % .!!!!.
5000 4096  SHUFFLE SORT______	   0.000742	   0.002683	   0.001524	   0.003045	   0.003242	   0.002380	   0.019856	    176.01 % .!!!!.
5000 4096  STAGGER DITHER____	   0.000758	   0.259210	   0.264175	   0.257901	   0.277205	   0.092090	   0.149574	     98.12 % 
5000 4096  SAWTOTH DITHER____	   0.000762	   0.091821	   0.088778	   0.091070	   0.095890	   0.085570	   0.086750	    103.43 % ..
5000 4096  _RANDOM DITHER____	   0.000749	   0.282196	   0.286513	   0.282332	   0.312198	   0.108177	   0.435398	     98.49 % 
5000 4096  PLATEAU DITHER____	   0.000738	   0.031977	   0.031860	   0.028261	   0.041582	   0.075009	   0.091700	    100.37 % ..
5000 4096  SHUFFLE DITHER____	   0.000758	   0.029664	   0.029307	   0.026872	   0.043774	   0.098589	   0.062589	    101.22 % ..


--- STATS ---
Comparing sorters DPQ_18_11 vs DPQ_18_11P
winners  : 0 / 215
avg   (%): 122.8197  
stats (%): [1065: µ=146.3221 σ=135.156 rms=281.4781 min=40.89069 max=994.2857]


Stats per keys:
STAGGER:IDENT_____ stats (%): [36: µ=115.85186 σ=46.771416 rms=162.62328 min=76.70979 max=316.8317]
SAWTOTH:IDENT_____ stats (%): [37: µ=138.71092 σ=150.86554 rms=289.57648 min=43.61702 max=975.7143]
_RANDOM:IDENT_____ stats (%): [32: µ=110.20111 σ=46.654053 rms=156.85516 min=57.703926 max=312.85715]
PLATEAU:IDENT_____ stats (%): [37: µ=201.27324 σ=194.99397 rms=396.2672 min=60.869564 max=994.2857]
SHUFFLE:IDENT_____ stats (%): [33: µ=191.03201 σ=198.96219 rms=389.9942 min=92.33099 max=971.4286]
STAGGER:REVERSE___ stats (%): [36: µ=106.01758 σ=21.826931 rms=127.84451 min=73.68421 max=179.02736]
SAWTOTH:REVERSE___ stats (%): [36: µ=112.09688 σ=44.257175 rms=156.35405 min=61.659664 max=314.2857]
_RANDOM:REVERSE___ stats (%): [32: µ=110.60683 σ=46.28346 rms=156.89029 min=59.745346 max=312.85715]
PLATEAU:REVERSE___ stats (%): [37: µ=126.752594 σ=55.204582 rms=181.95717 min=40.89069 max=264.0]
SHUFFLE:REVERSE___ stats (%): [30: µ=107.38734 σ=25.048466 rms=132.4358 min=52.771225 max=147.77518]
STAGGER:REVERSE_FR stats (%): [36: µ=108.9365 σ=28.224762 rms=137.16125 min=88.374054 max=206.1017]
SAWTOTH:REVERSE_FR stats (%): [35: µ=115.08993 σ=56.848778 rms=171.9387 min=52.15983 max=315.311]
_RANDOM:REVERSE_FR stats (%): [34: µ=111.43039 σ=45.60483 rms=157.03522 min=58.358356 max=314.2857]
PLATEAU:REVERSE_FR stats (%): [37: µ=136.79486 σ=65.582664 rms=202.37753 min=50.898205 max=320.57416]
SHUFFLE:REVERSE_FR stats (%): [35: µ=118.29083 σ=58.765903 rms=177.05673 min=85.454544 max=316.82693]
STAGGER:REVERSE_BA stats (%): [37: µ=110.95387 σ=35.61909 rms=146.57297 min=66.77445 max=237.5479]
SAWTOTH:REVERSE_BA stats (%): [37: µ=118.831726 σ=63.06049 rms=181.89221 min=42.61905 max=368.75]
_RANDOM:REVERSE_BA stats (%): [32: µ=110.71415 σ=46.262627 rms=156.97678 min=56.874382 max=314.2857]
PLATEAU:REVERSE_BA stats (%): [37: µ=177.6733 σ=140.8971 rms=318.5704 min=61.764706 max=755.7143]
SHUFFLE:REVERSE_BA stats (%): [35: µ=132.76236 σ=68.03782 rms=200.80017 min=90.41582 max=368.75]
STAGGER:SORT______ stats (%): [37: µ=256.41653 σ=266.11444 rms=522.53094 min=94.465454 max=982.6087]
SAWTOTH:SORT______ stats (%): [37: µ=214.92561 σ=226.60347 rms=441.52908 min=66.423355 max=964.78876]
_RANDOM:SORT______ stats (%): [37: µ=226.23672 σ=231.47488 rms=457.7116 min=66.911766 max=954.92957]
PLATEAU:SORT______ stats (%): [37: µ=200.93546 σ=191.4194 rms=392.35486 min=60.583942 max=960.56335]
SHUFFLE:SORT______ stats (%): [37: µ=258.88303 σ=271.59766 rms=530.4807 min=94.18458 max=987.1429]
STAGGER:DITHER____ stats (%): [37: µ=115.957825 σ=43.246834 rms=159.20467 min=75.36496 max=299.52155]
SAWTOTH:DITHER____ stats (%): [36: µ=123.23853 σ=82.22122 rms=205.45975 min=48.98167 max=562.80994]
_RANDOM:DITHER____ stats (%): [34: µ=106.802414 σ=29.618431 rms=136.42085 min=48.53387 max=192.40506]
PLATEAU:DITHER____ stats (%): [37: µ=127.97221 σ=86.68862 rms=214.66084 min=52.178318 max=560.33057]
SHUFFLE:DITHER____ stats (%): [35: µ=166.48218 σ=144.02722 rms=310.5094 min=94.302605 max=710.5263]


stats per keys and sizes:
- size = 50
stats (%): [120: µ=378.3743 σ=276.28314 rms=654.6575 min=118.20129 max=994.2857]
STAGGER:IDENT_____ stats (%): [4: µ=235.47644 σ=58.14528 rms=293.6217 min=181.54762 max=316.8317]
SAWTOTH:IDENT_____ stats (%): [4: µ=434.16385 σ=364.5066 rms=798.6705 min=194.4056 max=975.7143]
_RANDOM:IDENT_____ stats (%): [4: µ=208.7844 σ=69.42032 rms=278.2047 min=170.87378 max=312.85715]
PLATEAU:IDENT_____ stats (%): [4: µ=648.9286 σ=283.98615 rms=932.91473 min=352.85715 max=994.2857]
SHUFFLE:IDENT_____ stats (%): [4: µ=629.07404 σ=275.40308 rms=904.4771 min=311.2676 max=971.4286]
STAGGER:REVERSE___ stats (%): [4: µ=159.57507 σ=19.938427 rms=179.5135 min=139.86636 max=179.02736]
SAWTOTH:REVERSE___ stats (%): [4: µ=195.44917 σ=83.488785 rms=278.93796 min=118.92473 max=314.2857]
_RANDOM:REVERSE___ stats (%): [4: µ=206.61081 σ=70.86953 rms=277.48035 min=168.78981 max=312.85715]
PLATEAU:REVERSE___ stats (%): [4: µ=206.33154 σ=64.63389 rms=270.96542 min=118.70968 max=264.0]
SHUFFLE:REVERSE___ stats (%): [4: µ=122.535835 σ=5.55869 rms=128.09453 min=118.20129 max=130.64877]
STAGGER:REVERSE_FR stats (%): [4: µ=186.0899 σ=14.167051 rms=200.25696 min=175.43353 max=206.1017]
SAWTOTH:REVERSE_FR stats (%): [4: µ=252.25484 σ=69.52838 rms=321.7832 min=181.2709 max=315.311]
_RANDOM:REVERSE_FR stats (%): [4: µ=208.93344 σ=70.2749 rms=279.20834 min=170.4918 max=314.2857]
PLATEAU:REVERSE_FR stats (%): [4: µ=298.05334 σ=15.330628 rms=313.38397 min=286.2069 max=320.57416]
SHUFFLE:REVERSE_FR stats (%): [4: µ=273.38187 σ=43.489536 rms=316.8714 min=215.23178 max=316.82693]
STAGGER:REVERSE_BA stats (%): [4: µ=206.2463 σ=24.468416 rms=230.71472 min=179.36046 max=237.5479]
SAWTOTH:REVERSE_BA stats (%): [4: µ=271.2748 σ=86.05085 rms=357.32565 min=178.73016 max=368.75]
_RANDOM:REVERSE_BA stats (%): [4: µ=205.10097 σ=72.825714 rms=277.9267 min=166.04361 max=314.2857]
PLATEAU:REVERSE_BA stats (%): [4: µ=492.59686 σ=186.51598 rms=679.11285 min=354.2857 max=755.7143]
SHUFFLE:REVERSE_BA stats (%): [4: µ=304.88834 σ=62.001026 rms=366.88937 min=221.25435 max=368.75]
STAGGER:SORT______ stats (%): [4: µ=957.43787 σ=21.799936 rms=979.23785 min=937.1429 max=982.6087]
SAWTOTH:SORT______ stats (%): [4: µ=766.5543 σ=307.7841 rms=1074.3384 min=314.2857 max=964.78876]
_RANDOM:SORT______ stats (%): [4: µ=759.6328 σ=303.16846 rms=1062.8013 min=314.2857 max=954.92957]
PLATEAU:SORT______ stats (%): [4: µ=640.8551 σ=269.28653 rms=910.14166 min=355.7143 max=960.56335]
SHUFFLE:SORT______ stats (%): [4: µ=969.43665 σ=12.507163 rms=981.9438 min=957.74646 max=987.1429]
STAGGER:DITHER____ stats (%): [4: µ=228.18713 σ=52.364967 rms=280.5521 min=181.25 max=299.52155]
SAWTOTH:DITHER____ stats (%): [4: µ=292.8012 σ=181.14651 rms=473.94772 min=183.94649 max=562.80994]
_RANDOM:DITHER____ stats (%): [4: µ=181.57489 σ=8.366037 rms=189.94093 min=173.44633 max=192.40506]
PLATEAU:DITHER____ stats (%): [4: µ=312.58377 σ=172.24586 rms=484.82962 min=188.25504 max=560.33057]
SHUFFLE:DITHER____ stats (%): [4: µ=496.41452 σ=179.19426 rms=675.60876 min=283.6207 max=710.5263]


- size = 100
stats (%): [118: µ=147.39938 σ=132.86589 rms=280.2653 min=40.89069 max=571.01447]
STAGGER:IDENT_____ stats (%): [4: µ=99.99602 σ=22.772783 rms=122.76881 min=76.70979 max=126.65441]
SAWTOTH:IDENT_____ stats (%): [4: µ=110.15979 σ=65.72267 rms=175.88246 min=58.15523 max=201.1041]
_RANDOM:IDENT_____ stats (%): [4: µ=76.77775 σ=17.593172 rms=94.370926 min=57.703926 max=91.88255]
PLATEAU:IDENT_____ stats (%): [4: µ=186.86102 σ=179.07239 rms=365.9334 min=60.869564 max=446.42856]
SHUFFLE:IDENT_____ stats (%): [3: µ=297.58392 σ=168.76999 rms=466.3539 min=120.754715 max=456.9343]
STAGGER:REVERSE___ stats (%): [4: µ=82.4634 σ=13.293539 rms=95.756935 min=73.68421 max=102.22618]
SAWTOTH:REVERSE___ stats (%): [4: µ=71.97195 σ=16.453505 rms=88.42545 min=61.659664 max=96.474045]
_RANDOM:REVERSE___ stats (%): [4: µ=75.349525 σ=14.435598 rms=89.785126 min=59.745346 max=88.36425]
PLATEAU:REVERSE___ stats (%): [4: µ=49.26964 σ=11.100893 rms=60.370533 min=40.89069 max=65.25548]
SHUFFLE:REVERSE___ stats (%): [4: µ=56.153248 σ=4.9806805 rms=61.133926 min=52.771225 max=63.366337]
STAGGER:REVERSE_FR stats (%): [4: µ=92.43708 σ=4.084527 rms=96.521614 min=88.374054 max=97.149124]
SAWTOTH:REVERSE_FR stats (%): [4: µ=77.22691 σ=22.369644 rms=99.59656 min=52.15983 max=102.67142]
_RANDOM:REVERSE_FR stats (%): [4: µ=75.68697 σ=15.556679 rms=91.24365 min=58.358356 max=90.74394]
PLATEAU:REVERSE_FR stats (%): [4: µ=84.06593 σ=36.997276 rms=121.06321 min=50.898205 max=129.53847]
SHUFFLE:REVERSE_FR stats (%): [4: µ=91.77096 σ=5.8195224 rms=97.59048 min=85.454544 max=98.35796]
STAGGER:REVERSE_BA stats (%): [4: µ=89.190544 σ=24.911531 rms=114.10207 min=66.77445 max=122.61484]
SAWTOTH:REVERSE_BA stats (%): [4: µ=93.60034 σ=41.123222 rms=134.72356 min=54.13451 max=143.60385]
_RANDOM:REVERSE_BA stats (%): [4: µ=74.89441 σ=15.483888 rms=90.3783 min=56.874382 max=88.95548]
PLATEAU:REVERSE_BA stats (%): [4: µ=155.61856 σ=120.5222 rms=276.14078 min=61.764706 max=323.02838]
SHUFFLE:REVERSE_BA stats (%): [4: µ=149.99854 σ=26.245306 rms=176.24384 min=113.979706 max=173.13725]
STAGGER:SORT______ stats (%): [4: µ=431.38687 σ=24.464354 rms=455.85123 min=406.56934 max=456.20438]
SAWTOTH:SORT______ stats (%): [4: µ=281.69635 σ=171.99997 rms=453.69632 min=66.423355 max=452.20587]
_RANDOM:SORT______ stats (%): [4: µ=371.47372 σ=216.1205 rms=587.59424 min=66.911766 max=571.01447]
PLATEAU:SORT______ stats (%): [4: µ=189.48218 σ=184.98112 rms=374.4633 min=60.583942 max=458.39417]
SHUFFLE:SORT______ stats (%): [4: µ=453.45523 σ=3.042169 rms=456.4974 min=449.6403 max=456.9343]
STAGGER:DITHER____ stats (%): [4: µ=101.27486 σ=24.516588 rms=125.79144 min=75.36496 max=130.991]
SAWTOTH:DITHER____ stats (%): [4: µ=105.32635 σ=47.548214 rms=152.87456 min=48.98167 max=164.97093]
_RANDOM:DITHER____ stats (%): [4: µ=79.405785 σ=21.261332 rms=100.667114 min=48.53387 max=96.6581]
PLATEAU:DITHER____ stats (%): [4: µ=112.06281 σ=89.07676 rms=201.13957 min=52.178318 max=242.28572]
SHUFFLE:DITHER____ stats (%): [3: µ=274.71613 σ=131.66634 rms=406.38245 min=130.0 max=387.43454]


- size = 200
stats (%): [143: µ=126.63117 σ=52.540512 rms=179.17168 min=42.61905 max=412.06226]
STAGGER:IDENT_____ stats (%): [4: µ=106.327774 σ=7.805463 rms=114.13324 min=101.237015 max=117.81681]
SAWTOTH:IDENT_____ stats (%): [5: µ=103.162224 σ=47.55844 rms=150.72067 min=43.61702 max=175.0]
_RANDOM:IDENT_____ stats (%): [3: µ=93.899185 σ=3.1479475 rms=97.04713 min=91.90752 max=97.528366]
PLATEAU:IDENT_____ stats (%): [5: µ=183.92555 σ=132.20609 rms=316.13162 min=89.13043 max=412.06226]
SHUFFLE:IDENT_____ stats (%): [5: µ=142.57838 σ=33.490948 rms=176.06934 min=99.58109 max=175.24272]
STAGGER:REVERSE___ stats (%): [5: µ=107.3342 σ=7.7149725 rms=115.04917 min=99.014565 max=116.27084]
SAWTOTH:REVERSE___ stats (%): [5: µ=117.476944 σ=20.454422 rms=137.93137 min=92.441864 max=147.95322]
_RANDOM:REVERSE___ stats (%): [4: µ=100.90248 σ=5.330992 rms=106.233475 min=92.98245 max=104.18953]
PLATEAU:REVERSE___ stats (%): [5: µ=139.08568 σ=60.89643 rms=199.98212 min=89.595375 max=239.17749]
SHUFFLE:REVERSE___ stats (%): [4: µ=136.17772 σ=17.20311 rms=153.38083 min=110.66253 max=147.77518]
STAGGER:REVERSE_FR stats (%): [5: µ=102.23946 σ=3.7458725 rms=105.98534 min=99.25602 max=108.366714]
SAWTOTH:REVERSE_FR stats (%): [5: µ=100.49687 σ=5.570261 rms=106.06713 min=92.39766 max=107.66773]
_RANDOM:REVERSE_FR stats (%): [4: µ=101.20446 σ=6.1305 rms=107.33496 min=92.441864 max=106.67023]
PLATEAU:REVERSE_FR stats (%): [5: µ=109.37982 σ=21.163948 rms=130.54378 min=92.22222 max=141.15044]
SHUFFLE:REVERSE_FR stats (%): [5: µ=98.67606 σ=1.3770508 rms=100.053116 min=96.62058 max=100.0]
STAGGER:REVERSE_BA stats (%): [5: µ=108.89345 σ=7.3898587 rms=116.28331 min=100.04744 max=120.04662]
SAWTOTH:REVERSE_BA stats (%): [5: µ=98.103264 σ=33.9592 rms=132.06247 min=42.61905 max=127.91552]
_RANDOM:REVERSE_BA stats (%): [4: µ=97.44627 σ=6.053047 rms=103.49932 min=92.441864 max=105.15604]
PLATEAU:REVERSE_BA stats (%): [5: µ=172.92188 σ=131.06303 rms=303.9849 min=89.44444 max=404.1985]
SHUFFLE:REVERSE_BA stats (%): [5: µ=119.05079 σ=13.863811 rms=132.9146 min=100.23138 max=131.5508]
STAGGER:SORT______ stats (%): [5: µ=183.8564 σ=13.656686 rms=197.51308 min=173.62111 max=199.7567]
SAWTOTH:SORT______ stats (%): [5: µ=151.55847 σ=37.856163 rms=189.41464 min=93.333336 max=186.30952]
_RANDOM:SORT______ stats (%): [5: µ=163.56528 σ=47.93699 rms=211.50227 min=92.441864 max=203.67647]
PLATEAU:SORT______ stats (%): [5: µ=182.60341 σ=129.41377 rms=312.01718 min=89.72973 max=405.76923]
SHUFFLE:SORT______ stats (%): [5: µ=175.66663 σ=1.6052955 rms=177.27193 min=173.91304 max=177.50612]
STAGGER:DITHER____ stats (%): [5: µ=108.13244 σ=9.694469 rms=117.826904 min=100.24631 max=121.577286]
SAWTOTH:DITHER____ stats (%): [5: µ=114.077644 σ=10.27993 rms=124.357574 min=98.029045 max=124.106636]
_RANDOM:DITHER____ stats (%): [5: µ=101.88894 σ=9.569597 rms=111.458534 min=94.045944 max=118.47361]
PLATEAU:DITHER____ stats (%): [5: µ=113.86901 σ=20.064068 rms=133.93307 min=97.225075 max=145.00505]
SHUFFLE:DITHER____ stats (%): [5: µ=133.12222 σ=23.968056 rms=157.09029 min=100.76426 max=156.15384]


- size = 500
stats (%): [147: µ=107.987114 σ=26.494722 rms=134.48184 min=84.10758 max=259.9182]
STAGGER:IDENT_____ stats (%): [5: µ=102.21159 σ=2.9881856 rms=105.199776 min=99.239426 max=105.80622]
SAWTOTH:IDENT_____ stats (%): [5: µ=96.980446 σ=7.115973 rms=104.09641 min=84.61539 max=101.84959]
_RANDOM:IDENT_____ stats (%): [5: µ=98.29868 σ=7.439502 rms=105.73818 min=85.60794 max=104.807045]
PLATEAU:IDENT_____ stats (%): [5: µ=138.13734 σ=70.21378 rms=208.35112 min=85.23003 max=256.73468]
SHUFFLE:IDENT_____ stats (%): [5: µ=107.15294 σ=7.6499033 rms=114.80284 min=97.71997 max=115.3381]
STAGGER:REVERSE___ stats (%): [5: µ=102.50778 σ=4.853865 rms=107.36165 min=95.96263 max=106.518036]
SAWTOTH:REVERSE___ stats (%): [5: µ=97.613495 σ=7.4189734 rms=105.03247 min=84.863525 max=104.107315]
_RANDOM:REVERSE___ stats (%): [5: µ=95.916016 σ=6.3977556 rms=102.313774 min=84.825874 max=101.13837]
PLATEAU:REVERSE___ stats (%): [5: µ=116.85162 σ=43.657406 rms=160.50903 min=86.97789 max=192.43086]
SHUFFLE:REVERSE___ stats (%): [3: µ=117.18991 σ=9.319646 rms=126.50956 min=108.51606 max=127.04309]
STAGGER:REVERSE_FR stats (%): [5: µ=100.38527 σ=2.2437322 rms=102.629 min=98.268265 max=104.09836]
SAWTOTH:REVERSE_FR stats (%): [4: µ=94.86116 σ=7.0406313 rms=101.901794 min=84.40594 max=99.748405]
_RANDOM:REVERSE_FR stats (%): [5: µ=97.26302 σ=7.109301 rms=104.37233 min=85.07462 max=102.38581]
PLATEAU:REVERSE_FR stats (%): [5: µ=116.75978 σ=33.270058 rms=150.02983 min=86.68281 max=167.75957]
SHUFFLE:REVERSE_FR stats (%): [5: µ=97.02427 σ=4.771496 rms=101.79577 min=92.054794 max=103.67893]
STAGGER:REVERSE_BA stats (%): [5: µ=100.53344 σ=2.893934 rms=103.427376 min=97.313774 max=104.6985]
SAWTOTH:REVERSE_BA stats (%): [5: µ=98.31066 σ=8.211825 rms=106.522484 min=84.863525 max=105.78176]
_RANDOM:REVERSE_BA stats (%): [5: µ=99.366776 σ=8.174414 rms=107.54119 min=84.863525 max=104.38944]
PLATEAU:REVERSE_BA stats (%): [5: µ=138.58153 σ=71.831276 rms=210.41281 min=84.70874 max=259.9182]
SHUFFLE:REVERSE_BA stats (%): [5: µ=105.66887 σ=5.3114324 rms=110.9803 min=98.41545 max=110.25191]
STAGGER:SORT______ stats (%): [5: µ=115.58167 σ=1.5897856 rms=117.17146 min=113.71141 max=117.66423]
SAWTOTH:SORT______ stats (%): [5: µ=113.11045 σ=17.660488 rms=130.77094 min=84.863525 max=133.61563]
_RANDOM:SORT______ stats (%): [5: µ=115.3557 σ=21.900732 rms=137.25642 min=84.10758 max=145.8162]
PLATEAU:SORT______ stats (%): [5: µ=138.4906 σ=71.14486 rms=209.63547 min=85.60976 max=259.2213]
SHUFFLE:SORT______ stats (%): [5: µ=113.403175 σ=0.9045578 rms=114.30773 min=112.80401 max=114.98559]
STAGGER:DITHER____ stats (%): [5: µ=105.34459 σ=3.3684294 rms=108.71302 min=99.828766 max=108.733025]
SAWTOTH:DITHER____ stats (%): [5: µ=101.25799 σ=4.1395683 rms=105.39755 min=96.442184 max=106.19248]
_RANDOM:DITHER____ stats (%): [5: µ=100.110275 σ=4.1492205 rms=104.2595 min=95.39347 max=103.64761]
PLATEAU:DITHER____ stats (%): [5: µ=108.41733 σ=19.125359 rms=127.54269 min=92.81734 max=135.74467]
SHUFFLE:DITHER____ stats (%): [5: µ=107.982895 σ=7.6560826 rms=115.63898 min=99.2454 max=117.09402]


- size = 1000
stats (%): [166: µ=104.51461 σ=15.379368 rms=119.89398 min=84.75836 max=183.42792]
STAGGER:IDENT_____ stats (%): [6: µ=100.25644 σ=0.93020564 rms=101.186646 min=99.05203 max=101.73344]
SAWTOTH:IDENT_____ stats (%): [6: µ=98.35823 σ=8.174733 rms=106.53296 min=87.734665 max=112.8189]
_RANDOM:IDENT_____ stats (%): [3: µ=95.20212 σ=6.2805758 rms=101.4827 min=87.98498 max=99.42741]
PLATEAU:IDENT_____ stats (%): [6: µ=116.15513 σ=36.411602 rms=152.56673 min=85.4321 max=183.42792]
SHUFFLE:IDENT_____ stats (%): [6: µ=103.12997 σ=7.125191 rms=110.25516 min=96.32716 max=111.91888]
STAGGER:REVERSE___ stats (%): [6: µ=101.07561 σ=3.1578555 rms=104.23346 min=97.66913 max=105.87098]
SAWTOTH:REVERSE___ stats (%): [6: µ=101.73347 σ=10.674716 rms=112.40818 min=87.859825 max=120.31352]
_RANDOM:REVERSE___ stats (%): [4: µ=96.28475 σ=6.5621214 rms=102.84687 min=87.25 max=102.977684]
PLATEAU:REVERSE___ stats (%): [6: µ=108.76604 σ=25.601982 rms=134.36801 min=85.60701 max=153.58456]
SHUFFLE:REVERSE___ stats (%): [5: µ=110.80795 σ=11.070731 rms=121.87868 min=94.28201 max=121.70695]
STAGGER:REVERSE_FR stats (%): [6: µ=101.35656 σ=2.3353844 rms=103.69194 min=98.72241 max=105.63995]
SAWTOTH:REVERSE_FR stats (%): [6: µ=97.74916 σ=5.421991 rms=103.17115 min=87.84461 max=103.68217]
_RANDOM:REVERSE_FR stats (%): [4: µ=100.64096 σ=9.254115 rms=109.89507 min=87.98498 max=108.84015]
PLATEAU:REVERSE_FR stats (%): [6: µ=109.7856 σ=31.486633 rms=141.27223 min=84.75836 max=168.66267]
SHUFFLE:REVERSE_FR stats (%): [6: µ=98.313194 σ=2.2103164 rms=100.52351 min=94.16521 max=100.13249]
STAGGER:REVERSE_BA stats (%): [6: µ=99.1557 σ=3.47283 rms=102.628525 min=93.59093 max=103.68527]
SAWTOTH:REVERSE_BA stats (%): [6: µ=100.17286 σ=6.201878 rms=106.37474 min=88.31658 max=106.04866]
_RANDOM:REVERSE_BA stats (%): [3: µ=95.13933 σ=6.8824706 rms=102.0218 min=87.20497 max=99.49749]
PLATEAU:REVERSE_BA stats (%): [6: µ=114.401184 σ=36.354164 rms=150.75534 min=85.23573 max=181.6027]
SHUFFLE:REVERSE_BA stats (%): [6: µ=100.16756 σ=5.8504157 rms=106.017975 min=90.41582 max=104.9368]
STAGGER:SORT______ stats (%): [6: µ=111.95885 σ=3.513007 rms=115.471855 min=105.571465 max=116.17879]
SAWTOTH:SORT______ stats (%): [6: µ=108.44406 σ=10.510739 rms=118.9548 min=87.32919 max=116.05519]
_RANDOM:SORT______ stats (%): [6: µ=108.259285 σ=10.095003 rms=118.35429 min=87.98498 max=115.48327]
PLATEAU:SORT______ stats (%): [6: µ=115.78125 σ=36.489056 rms=152.27031 min=85.111664 max=182.48587]
SHUFFLE:SORT______ stats (%): [6: µ=113.258514 σ=0.3218972 rms=113.58041 min=112.7084 max=113.6378]
STAGGER:DITHER____ stats (%): [6: µ=101.44489 σ=1.7901304 rms=103.23502 min=99.43454 max=104.00952]
SAWTOTH:DITHER____ stats (%): [5: µ=102.866714 σ=5.5317597 rms=108.398476 min=98.61544 max=112.18957]
_RANDOM:DITHER____ stats (%): [4: µ=100.940605 σ=2.9165704 rms=103.85718 min=98.85808 max=105.25945]
PLATEAU:DITHER____ stats (%): [6: µ=106.11266 σ=9.217745 rms=115.33041 min=98.23695 max=120.79141]
SHUFFLE:DITHER____ stats (%): [6: µ=103.924286 σ=7.4272904 rms=111.35157 min=96.51314 max=112.2423]


- size = 2000
stats (%): [169: µ=98.927925 σ=9.528818 rms=108.45674 min=80.279015 max=138.43394]
STAGGER:IDENT_____ stats (%): [6: µ=99.0878 σ=1.9338264 rms=101.02162 min=96.56722 max=101.39034]
SAWTOTH:IDENT_____ stats (%): [6: µ=100.13434 σ=12.219851 rms=112.354195 min=84.90566 max=121.58736]
