
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 60
lreps: 9 with reps: 3

Warmup length: 10001 reps: 60
lreps: 9 with reps: 3

total: 600120
  End warm up (21060 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (min time + 1 stddev)

Timings are estimated using auto-tune to satisfy the maximal uncertainty of       2.00 % , convergence at       4.00 sigma with max test duration =    3000.00 ms.


COLUMNS:Length Sub-size  Builder Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11I	DPQ_18_11P	RADIX	MARLIN	[DPQ_11 % DPQ_18_11_21]

lreps: 9 with reps: 15695

200 256  SAWTOTH REVERSE_FR	!  0.000039	   0.001422	   0.001216	   0.001013	   0.001270	   0.000679	   0.001530	    116.94 % .!!.
200 256  _RANDOM REVERSE_FR	!  0.000039	   0.001837	   0.002331	   0.002127	   0.002254	   0.005121	   0.003071	     78.83 % 
200 256  PLATEAU REVERSE_FR	!  0.000039	   0.001426	   0.001215	   0.001013	   0.001269	   0.000679	   0.001530	    117.38 % .!!.
200 256  SHUFFLE REVERSE_FR	!  0.000039	   0.001423	   0.001233	   0.001023	   0.001229	   0.000877	   0.001759	    115.35 % .!!.
200 256  STAGGER REVERSE_BA	!  0.000039	   0.001672	   0.002259	   0.001897	   0.002101	   0.005271	   0.003033	     74.02 % 
200 256  SAWTOTH REVERSE_BA	!  0.000039	   0.000722	   0.001445	   0.001259	   0.001199	   0.000734	   0.001529	     49.94 % 
200 256  _RANDOM REVERSE_BA	!  0.000039	   0.001764	   0.002359	   0.002177	   0.002262	   0.005129	   0.003004	     74.77 % 
200 256  PLATEAU REVERSE_BA	!  0.000039	   0.000722	   0.001446	   0.001259	   0.001199	   0.000733	   0.001532	     49.91 % 
200 256  SHUFFLE REVERSE_BA	!  0.000039	   0.000774	   0.001473	   0.001315	   0.001098	   0.000908	   0.001767	     52.57 % 
200 256  STAGGER SORT______	!  0.000039	   0.000555	   0.000482	   0.000407	   0.000439	   0.000155	   0.000555	    115.25 % .!!.
200 256  SAWTOTH SORT______	!  0.000039	   0.000555	   0.000481	   0.000407	   0.000439	   0.000154	   0.000555	    115.28 % .!!.
200 256  _RANDOM SORT______	!  0.000039	   0.000563	   0.000484	   0.000423	   0.000441	$   0.000158	   0.000555	    116.50 % .!!.
200 256  PLATEAU SORT______	!  0.000039	   0.000555	   0.000481	   0.000407	   0.000439	   0.000155	   0.000555	    115.20 % .!!.
200 256  SHUFFLE SORT______	!  0.000039	   0.000555	   0.000481	   0.000407	   0.000439	   0.000156	   0.000555	    115.34 % .!!.
200 256  STAGGER DITHER____	!  0.000039	   0.001646	   0.002577	   0.002416	   0.002649	   0.005272	   0.003029	     63.89 % 
200 256  SAWTOTH DITHER____	!  0.000039	   0.001024	   0.000895	   0.000810	   0.000908	   0.005272	   0.001708	    114.44 % .!!.
200 256  _RANDOM DITHER____	!  0.000039	   0.001796	   0.002451	   0.002160	   0.002130	   0.005117	   0.003010	     73.28 % 
200 256  PLATEAU DITHER____	!  0.000039	   0.001025	   0.000901	   0.000811	   0.000907	   0.005269	   0.001708	    113.74 % .!!.
200 256  SHUFFLE DITHER____	!  0.000039	   0.000876	   0.000638	   0.000554	   0.000599	   0.005407	   0.001640	    137.24 % .!!!.
lreps: 9 with reps: 988

500 1  STAGGER IDENT_____	   0.000056	   0.001633	   0.008254	   0.006442	   0.008114	   0.001495	   0.002803	     19.79 % 
500 1  SAWTOTH IDENT_____	   0.000056	   0.000278	   0.000403	   0.000403	   0.000397	   0.000267	   0.002163	     68.87 % 
500 1  _RANDOM IDENT_____	   0.000056	   0.000275	   0.000403	   0.000403	   0.000397	   0.000267	   0.002163	     68.28 % 
500 1  PLATEAU IDENT_____	   0.000056	   0.000253	   0.000417	   0.000414	   0.000405	   0.000280	   0.002164	     60.58 % 
500 1  SHUFFLE IDENT_____	   0.000056	   0.000253	   0.001495	   0.001265	   0.001579	   0.000280	   0.001900	     16.90 % 
500 1  STAGGER REVERSE___	   0.000056	   0.002003	   0.007906	   0.006075	   0.008159	   0.001823	   0.005860	     25.33 % 
500 1  SAWTOTH REVERSE___	   0.000056	   0.000278	   0.000403	   0.000404	   0.000397	   0.000266	   0.002163	     68.95 % 
500 1  _RANDOM REVERSE___	   0.000056	   0.000278	   0.000403	   0.000403	   0.000397	   0.000267	   0.002163	     68.89 % 
500 1  PLATEAU REVERSE___	   0.000056	   0.000665	   0.000406	   0.000405	   0.000398	   0.000243	   0.002186	    163.99 % .!!!!.
500 1  SHUFFLE REVERSE___	   0.000056	   0.000606	   0.002479	   0.002175	   0.002560	   0.000602	   0.004951	     24.46 % 
500 1  STAGGER REVERSE_FR	   0.000056	   0.001816	   0.007434	   0.006020	   0.007141	   0.001658	   0.004328	     24.43 % 
500 1  SAWTOTH REVERSE_FR	   0.000056	   0.000276	   0.000404	   0.000403	   0.000398	   0.000267	   0.002162	     68.26 % 
500 1  _RANDOM REVERSE_FR	   0.000056	   0.000275	   0.000403	   0.000403	   0.000397	   0.000267	   0.002163	     68.21 % 
500 1  PLATEAU REVERSE_FR	   0.000056	   0.001666	   0.000416	   0.000417	   0.000408	   0.000239	   0.002200	    400.06 % .!!!!!.
500 1  SHUFFLE REVERSE_FR	   0.000056	   0.000433	   0.003763	   0.003069	   0.003616	   0.001536	   0.003430	     11.51 % 
500 1  STAGGER REVERSE_BA	   0.000056	   0.001812	   0.009400	   0.006750	   0.008902	   0.001659	   0.004338	     19.27 % 
500 1  SAWTOTH REVERSE_BA	   0.000056	   0.000278	   0.000403	   0.000403	   0.000397	   0.000267	   0.002163	     68.90 % 
500 1  _RANDOM REVERSE_BA	   0.000056	   0.000278	   0.000404	   0.000403	   0.000397	   0.000267	   0.002163	     68.85 % 
500 1  PLATEAU REVERSE_BA	   0.000056	   0.000253	   0.000417	   0.000414	   0.000405	   0.000280	   0.002163	     60.59 % 
500 1  SHUFFLE REVERSE_BA	   0.000056	   0.001829	   0.003205	   0.002543	   0.003192	   0.001667	   0.003453	     57.07 % 
500 1  STAGGER SORT______	   0.000056	   0.000260	   0.001533	   0.001271	   0.001567	   0.000281	   0.001900	     16.95 % 
500 1  SAWTOTH SORT______	   0.000056	   0.000278	   0.000404	   0.000403	   0.000397	   0.000267	   0.002163	     68.85 % 
500 1  _RANDOM SORT______	   0.000056	   0.000277	   0.000403	   0.000403	   0.000397	   0.000267	   0.002163	     68.75 % 
500 1  PLATEAU SORT______	   0.000056	   0.000253	   0.000417	   0.000413	   0.000405	   0.000280	   0.002163	     60.60 % 
500 1  SHUFFLE SORT______	   0.000056	   0.000253	   0.001498	   0.001263	   0.001576	   0.000280	   0.001900	     16.88 % 
500 1  STAGGER DITHER____	   0.000056	   0.005254	   0.008403	   0.005825	   0.007834	   0.008702	   0.004197	     62.52 % 
500 1  SAWTOTH DITHER____	   0.000056	   0.002744	   0.001581	   0.001611	   0.001608	   0.007774	   0.008619	    173.58 % .!!!!.
500 1  _RANDOM DITHER____	   0.000056	   0.002738	   0.001593	   0.001610	   0.001597	   0.007771	   0.008631	    171.83 % .!!!!.
500 1  PLATEAU DITHER____	   0.000056	   0.002746	   0.001602	   0.001603	   0.001637	   0.007755	   0.008624	    171.35 % .!!!!.
500 1  SHUFFLE DITHER____	   0.000056	   0.003412	   0.001799	   0.001520	   0.001867	   0.009303	   0.004072	    189.66 % .!!!!.
500 4  STAGGER IDENT_____	   0.000056	   0.003963	   0.006456	   0.005371	   0.006327	   0.003515	   0.005670	     61.39 % 
500 4  SAWTOTH IDENT_____	   0.000056	   0.002113	   0.001170	   0.001186	   0.001224	   0.007773	   0.008865	    180.71 % .!!!!.
500 4  _RANDOM IDENT_____	   0.000056	   0.002374	   0.001327	   0.001326	   0.001384	   0.007844	   0.008609	    178.92 % .!!!!.
500 4  PLATEAU IDENT_____	   0.000056	   0.000253	   0.000421	   0.000418	   0.000414	   0.000280	   0.002163	     60.13 % 
500 4  SHUFFLE IDENT_____	   0.000056	   0.005007	   0.005052	   0.004222	   0.004657	   0.010230	   0.007502	     99.11 % 
500 4  STAGGER REVERSE___	   0.000056	   0.004355	   0.006254	   0.005225	   0.005914	   0.003863	   0.008603	     69.64 % 
500 4  SAWTOTH REVERSE___	   0.000056	   0.002613	   0.001230	   0.001251	   0.001182	   0.007896	   0.009001	    212.50 % .!!!!!.
500 4  _RANDOM REVERSE___	   0.000056	   0.002434	   0.001219	   0.001213	   0.001192	   0.007827	   0.008634	    199.73 % .!!!!.
500 4  PLATEAU REVERSE___	   0.000056	   0.000665	   0.000426	   0.000421	   0.000414	   0.000249	   0.002210	    156.04 % .!!!.
500 4  SHUFFLE REVERSE___	   0.000056	   0.005476	   0.005496	   0.004735	   0.005452	   0.010382	   0.009355	     99.65 % 
500 4  STAGGER REVERSE_FR	   0.000056	   0.004188	   0.008024	   0.005983	   0.007819	   0.003714	   0.007143	     52.19 % 
500 4  SAWTOTH REVERSE_FR	   0.000056	   0.002970	   0.001131	$   0.001188	   0.001175	   0.007883	   0.008988	    262.56 % .!!!!!.
500 4  _RANDOM REVERSE_FR	   0.000056	   0.002314	   0.001247	   0.001254	   0.001245	   0.007818	   0.008670	    185.66 % .!!!!.
500 4  PLATEAU REVERSE_FR	   0.000056	   0.001667	   0.000426	   0.000425	   0.000425	   0.000242	   0.002223	    391.48 % .!!!!!.
500 4  SHUFFLE REVERSE_FR	   0.000056	   0.005739	   0.004735	   0.004122	   0.004611	   0.010484	   0.008397	    121.22 % .!!!.
500 4  STAGGER REVERSE_BA	   0.000056	   0.004346	   0.006609	   0.005491	   0.005919	   0.003818	   0.007204	     65.77 % 
500 4  SAWTOTH REVERSE_BA	   0.000056	   0.002152	   0.001296	   0.001199	   0.001382	   0.007772	   0.008993	    166.07 % .!!!!.
500 4  _RANDOM REVERSE_BA	   0.000056	   0.002525	   0.001277	   0.001267	   0.001268	   0.007853	   0.008661	    197.75 % .!!!!.
500 4  PLATEAU REVERSE_BA	   0.000056	   0.000253	   0.000421	   0.000418	   0.000414	   0.000280	   0.002163	     60.15 % 
500 4  SHUFFLE REVERSE_BA	   0.000056	   0.005002	   0.005855	   0.004899	   0.005514	   0.010465	   0.008504	     85.43 % 
500 4  STAGGER SORT______	   0.000056	   0.000254	   0.001561	   0.001285	   0.001590	   0.000279	   0.001900	     16.25 % 
500 4  SAWTOTH SORT______	   0.000056	   0.000252	   0.001196	   0.001204	   0.001207	   0.000269	   0.002153	     21.04 % 
500 4  _RANDOM SORT______	   0.000056	   0.000254	   0.001047	   0.001048	   0.001033	   0.000266	   0.002123	     24.24 % 
500 4  PLATEAU SORT______	   0.000056	   0.000253	   0.000421	   0.000418	   0.000414	   0.000280	   0.002164	     60.10 % 
500 4  SHUFFLE SORT______	   0.000056	   0.000253	   0.001517	   0.001264	   0.001576	   0.000280	   0.001900	     16.66 % 
500 4  STAGGER DITHER____	   0.000056	   0.003967	   0.006469	   0.005367	   0.006335	   0.003522	   0.005668	     61.32 % 
500 4  SAWTOTH DITHER____	   0.000056	   0.002899	   0.002052	   0.001998	   0.002126	   0.007796	   0.009136	    141.24 % .!!!.
500 4  _RANDOM DITHER____	   0.000056	   0.003043	   0.001761	   0.001669	   0.001990	   0.007821	   0.008948	    172.80 % .!!!!.
500 4  PLATEAU DITHER____	   0.000056	   0.002765	   0.001618	   0.001609	   0.001661	   0.007813	   0.008673	    170.87 % .!!!!.
500 4  SHUFFLE DITHER____	   0.000056	   0.005197	   0.004680	   0.004156	   0.004745	   0.009955	   0.007603	    111.04 % .!!.
500 16  STAGGER IDENT_____	   0.000056	   0.007156	   0.007142	   0.006323	   0.006633	   0.009613	   0.007296	    100.20 % ..
500 16  SAWTOTH IDENT_____	   0.000056	   0.007443	   0.004021	   0.003600	   0.004064	   0.007860	   0.008270	    185.10 % .!!!!.
500 16  _RANDOM IDENT_____	   0.000056	   0.003596	   0.003862	   0.003431	   0.004348	   0.007822	   0.009037	     93.12 % 
500 16  PLATEAU IDENT_____	   0.000056	   0.000253	   0.000445	   0.000432	   0.000438	   0.000280	   0.002162	     56.85 % 
500 16  SHUFFLE IDENT_____	   0.000056	   0.007280	   0.003186	   0.002703	   0.003299	   0.011020	   0.006122	    228.46 % .!!!!!.
500 16  STAGGER REVERSE___	   0.000056	   0.007634	   0.006493	   0.006162	   0.006219	   0.010060	   0.009840	    117.58 % .!!.
500 16  SAWTOTH REVERSE___	   0.000056	   0.007966	   0.004368	   0.003951	   0.004458	   0.008139	   0.010075	    182.39 % .!!!!.
500 16  _RANDOM REVERSE___	   0.000056	   0.003617	   0.004386	   0.003805	   0.004050	   0.007863	   0.008954	     82.47 % 
500 16  PLATEAU REVERSE___	   0.000056	   0.000648	   0.000470	   0.000451	   0.000461	   0.000264	   0.002268	    137.90 % .!!!.
500 16  SHUFFLE REVERSE___	   0.000056	   0.007019	!  0.004908	$   0.004063	!  0.004832	   0.011202	   0.008742	    143.02 % .!!!.
500 16  STAGGER REVERSE_FR	   0.000056	   0.007219	   0.007081	   0.006273	   0.006963	   0.009879	   0.008537	    101.96 % ..
500 16  SAWTOTH REVERSE_FR	   0.000056	   0.008776	   0.004561	   0.003798	   0.004548	   0.008072	   0.009035	    192.43 % .!!!!.
500 16  _RANDOM REVERSE_FR	   0.000056	   0.003541	   0.003879	   0.003481	   0.004010	   0.007824	   0.009068	     91.30 % 
500 16  PLATEAU REVERSE_FR	   0.000056	   0.001656	   0.000475	   0.000464	   0.000460	   0.000258	   0.002280	    348.76 % .!!!!!.
500 16  SHUFFLE REVERSE_FR	   0.000056	   0.007158	   0.004456	   0.003587	   0.004268	   0.010994	   0.007419	    160.64 % .!!!!.
500 16  STAGGER REVERSE_BA	   0.000056	   0.007392	   0.006408	   0.005651	   0.006284	   0.009864	   0.008588	    115.36 % .!!.
500 16  SAWTOTH REVERSE_BA	   0.000056	   0.009342	   0.004708	   0.004213	   0.005310	   0.007864	   0.009203	    198.46 % .!!!!.
500 16  _RANDOM REVERSE_BA	   0.000056	   0.003658	   0.003994	   0.003699	   0.004196	   0.007832	   0.009076	     91.60 % 
500 16  PLATEAU REVERSE_BA	   0.000056	   0.000252	   0.000445	   0.000432	   0.000438	   0.000280	   0.002162	     56.77 % 
500 16  SHUFFLE REVERSE_BA	   0.000056	   0.007260	   0.004685	   0.003757	   0.004563	   0.011141	   0.007444	    154.96 % .!!!.
500 16  STAGGER SORT______	   0.000056	   0.000253	   0.001512	   0.001264	   0.001577	   0.000280	   0.001900	     16.72 % 
500 16  SAWTOTH SORT______	   0.000056	   0.000262	   0.001650	   0.001426	   0.001704	   0.000282	   0.001982	     15.90 % 
500 16  _RANDOM SORT______	   0.000056	   0.000260	   0.001677	   0.001529	   0.001714	   0.000282	   0.002015	     15.52 % 
500 16  PLATEAU SORT______	   0.000056	   0.000253	   0.000445	   0.000432	   0.000438	   0.000280	   0.002162	     56.86 % 
500 16  SHUFFLE SORT______	   0.000056	   0.000253	   0.001515	   0.001262	   0.001577	   0.000280	   0.001900	     16.68 % 
500 16  STAGGER DITHER____	   0.000056	   0.007164	   0.006462	   0.005933	   0.006136	   0.009645	   0.007304	    110.87 % .!!.
500 16  SAWTOTH DITHER____	   0.000056	   0.003969	   0.005118	   0.004278	   0.005181	   0.007801	   0.008553	     77.55 % 
500 16  _RANDOM DITHER____	   0.000056	   0.003881	   0.004109	   0.003413	   0.004064	   0.007837	   0.009130	     94.45 % 
500 16  PLATEAU DITHER____	   0.000056	   0.002724	   0.002761	   0.002156	   0.002669	   0.007806	   0.008598	     98.68 % 
500 16  SHUFFLE DITHER____	   0.000056	   0.004589	   0.003627	   0.003090	   0.003709	   0.010970	   0.006408	    126.51 % .!!!.
500 64  STAGGER IDENT_____	   0.000056	   0.010618	   0.006248	   0.005985	   0.006058	   0.008272	   0.008834	    169.94 % .!!!!.
500 64  SAWTOTH IDENT_____	   0.000056	   0.004475	   0.006728	   0.005543	   0.006494	   0.003938	   0.006493	     66.52 % 
500 64  _RANDOM IDENT_____	   0.000056	   0.005512	   0.006792	   0.006002	   0.006418	   0.007990	   0.009025	     81.15 % 
500 64  PLATEAU IDENT_____	   0.000056	   0.000253	   0.000543	   0.000541	   0.000494	   0.000280	   0.002127	     46.56 % 
500 64  SHUFFLE IDENT_____	   0.000056	   0.003384	   0.001975	   0.001627	   0.002298	   0.003049	   0.003227	    171.32 % .!!!!.
500 64  STAGGER REVERSE___	   0.000056	   0.011338	   0.006950	   0.006302	   0.006959	   0.008429	   0.009526	    163.15 % .!!!!.
500 64  SAWTOTH REVERSE___	   0.000056	   0.004883	   0.005985	   0.005456	   0.005827	   0.004326	   0.009217	     81.58 % 
500 64  _RANDOM REVERSE___	   0.000056	   0.005656	   0.006648	   0.005574	   0.006518	   0.007942	   0.009045	     85.07 % 
500 64  PLATEAU REVERSE___	   0.000056	   0.000648	   0.000715	   0.000702	   0.000677	   0.000327	   0.002544	     90.66 % 
500 64  SHUFFLE REVERSE___	   0.000056	   0.003322	!  0.004511	$!  0.003561	!  0.004688	   0.002999	   0.006160	     73.64 % 
500 64  STAGGER REVERSE_FR	   0.000056	   0.010981	   0.008224	   0.006666	   0.007460	   0.008439	   0.009279	    133.52 % .!!!.
500 64  SAWTOTH REVERSE_FR	   0.000056	   0.005663	   0.007627	   0.006040	   0.007472	   0.004943	   0.007913	     74.24 % 
500 64  _RANDOM REVERSE_FR	   0.000056	   0.005659	   0.006595	   0.005696	   0.006374	   0.008008	   0.009060	     85.81 % 
500 64  PLATEAU REVERSE_FR	   0.000056	   0.001654	   0.001263	   0.001271	   0.001217	   0.000321	   0.002561	    130.92 % .!!!.
500 64  SHUFFLE REVERSE_FR	   0.000056	   0.003731	   0.004054	   0.003298	   0.003911	!  0.004960	   0.004731	     92.03 % 
500 64  STAGGER REVERSE_BA	   0.000056	   0.011002	   0.007482	   0.006343	   0.007483	   0.008329	   0.009059	    147.04 % .!!!.
500 64  SAWTOTH REVERSE_BA	   0.000056	   0.006084	   0.006932	   0.005795	   0.006799	   0.005242	   0.007852	     87.77 % 
500 64  _RANDOM REVERSE_BA	   0.000056	   0.005688	   0.006380	   0.005828	   0.006315	   0.007983	   0.008992	     89.16 % 
500 64  PLATEAU REVERSE_BA	   0.000056	   0.000253	   0.000543	   0.000541	   0.000495	   0.000280	   0.002128	     46.55 % 
500 64  SHUFFLE REVERSE_BA	   0.000056	   0.003987	   0.003849	   0.003054	   0.003855	!  0.005241	   0.004725	    103.58 % ..
500 64  STAGGER SORT______	   0.000056	   0.000254	   0.001550	   0.001283	   0.001589	   0.000279	   0.001900	     16.37 % 
500 64  SAWTOTH SORT______	   0.000056	   0.000259	   0.001620	   0.001332	   0.001661	   0.000280	   0.001900	     15.98 % 
500 64  _RANDOM SORT______	   0.000056	   0.000258	   0.001584	   0.001327	   0.001650	   0.000278	   0.001900	     16.28 % 
500 64  PLATEAU SORT______	   0.000056	   0.000253	   0.000543	   0.000541	   0.000495	   0.000280	   0.002127	     46.59 % 
500 64  SHUFFLE SORT______	   0.000056	   0.000253	   0.001516	   0.001265	   0.001577	   0.000280	   0.001900	     16.70 % 
500 64  STAGGER DITHER____	   0.000056	   0.010673	   0.006227	   0.005983	   0.006059	   0.008286	   0.008829	    171.38 % .!!!!.
500 64  SAWTOTH DITHER____	   0.000056	   0.006256	   0.006245	   0.005568	   0.006092	   0.007945	   0.007822	    100.18 % ..
500 64  _RANDOM DITHER____	   0.000056	   0.005689	   0.007066	   0.005644	   0.006607	   0.007975	   0.009082	     80.51 % 
500 64  PLATEAU DITHER____	   0.000056	   0.003113	   0.001974	   0.001985	   0.001964	   0.007987	   0.008289	    157.73 % .!!!.
500 64  SHUFFLE DITHER____	   0.000056	   0.003795	   0.002355	   0.001982	   0.002557	   0.010358	   0.004972	    161.18 % .!!!!.
500 256  STAGGER IDENT_____	   0.000056	   0.006850	   0.007530	   0.006463	   0.007173	   0.009316	   0.008574	     90.97 % 
500 256  SAWTOTH IDENT_____	   0.000056	   0.001623	   0.009541	   0.006540	   0.008888	   0.001484	   0.003783	     17.01 % 
500 256  _RANDOM IDENT_____	   0.000056	   0.005911	   0.007135	   0.006011	   0.006767	   0.008445	   0.009067	     82.84 % 
500 256  PLATEAU IDENT_____	   0.000056	   0.000253	   0.001420	   0.001370	   0.001471	   0.000280	   0.002022	     17.80 % 
500 256  SHUFFLE IDENT_____	   0.000056	!  0.002286	   0.001872	   0.001616	   0.001918	!  0.002083	   0.002842	    122.16 % .!!!.
500 256  STAGGER REVERSE___	   0.000056	   0.005806	   0.008096	   0.006025	   0.007538	   0.009306	   0.009716	     71.71 % 
500 256  SAWTOTH REVERSE___	   0.000056	   0.001987	   0.010575	   0.006889	   0.010251	   0.001817	   0.006789	     18.79 % 
500 256  _RANDOM REVERSE___	   0.000056	   0.006111	   0.007094	   0.005847	   0.006643	   0.008491	   0.008998	     86.15 % 
500 256  PLATEAU REVERSE___	   0.000056	   0.000627	   0.002085	   0.002050	   0.002050	   0.000559	   0.003620	     30.04 % 
500 256  SHUFFLE REVERSE___	   0.000056	!  0.002353	!  0.003954	!  0.003357	!  0.003671	   0.002184	   0.005877	     59.52 % 
500 256  STAGGER REVERSE_FR	   0.000056	   0.006406	   0.007834	   0.006329	   0.007787	   0.009423	   0.009010	     81.77 % 
500 256  SAWTOTH REVERSE_FR	   0.000056	   0.001812	   0.008502	   0.006548	   0.007900	   0.002324	   0.005323	     21.31 % 
500 256  _RANDOM REVERSE_FR	   0.000056	   0.006029	   0.006647	   0.005838	   0.006387	   0.008446	   0.009023	     90.70 % 
500 256  PLATEAU REVERSE_FR	   0.000056	   0.000433	   0.002923	   0.002744	   0.002787	   0.001536	   0.003539	     14.81 % 
500 256  SHUFFLE REVERSE_FR	   0.000056	!  0.002552	   0.003852	   0.003176	   0.003747	   0.002687	   0.004418	     66.27 % 
500 256  STAGGER REVERSE_BA	   0.000056	   0.007735	   0.006964	   0.006233	   0.006728	   0.009297	   0.009135	    111.07 % .!!.
500 256  SAWTOTH REVERSE_BA	   0.000056	   0.001831	   0.008970	   0.006436	   0.008507	   0.002754	   0.005291	     20.41 % 
500 256  _RANDOM REVERSE_BA	   0.000056	   0.005975	   0.006898	   0.005862	   0.006576	   0.008454	   0.009018	     86.62 % 
500 256  PLATEAU REVERSE_BA	   0.000056	   0.001384	   0.001423	   0.001374	   0.001466	   0.001295	   0.002102	     97.31 % 
500 256  SHUFFLE REVERSE_BA	   0.000056	   0.003185	   0.003415	   0.002700	   0.003385	   0.002823	   0.004367	     93.26 % 
500 256  STAGGER SORT______	   0.000056	   0.000253	   0.001513	   0.001264	   0.001576	   0.000280	   0.001900	     16.71 % 
500 256  SAWTOTH SORT______	   0.000056	   0.000258	   0.001533	   0.001271	   0.001563	   0.000281	   0.001900	     16.84 % 
500 256  _RANDOM SORT______	   0.000056	   0.000253	   0.001496	   0.001288	   0.001561	   0.000280	   0.001900	     16.91 % 
500 256  PLATEAU SORT______	   0.000056	   0.000253	   0.001412	   0.001370	   0.001472	   0.000280	   0.002023	     17.91 % 
500 256  SHUFFLE SORT______	   0.000056	   0.000253	   0.001511	   0.001265	   0.001577	   0.000280	   0.001900	     16.72 % 
500 256  STAGGER DITHER____	   0.000056	   0.006952	   0.007370	   0.006252	   0.007165	   0.009312	   0.008666	     94.33 % 
500 256  SAWTOTH DITHER____	   0.000056	   0.005433	   0.009783	   0.006369	   0.009433	   0.008547	   0.005940	     55.53 % 
500 256  _RANDOM DITHER____	   0.000056	   0.006053	   0.006878	   0.005960	   0.006790	   0.008502	   0.009058	     88.01 % 
500 256  PLATEAU DITHER____	   0.000056	   0.004060	   0.003915	$   0.002733	   0.003690	   0.008614	   0.007052	    103.69 % ..
500 256  SHUFFLE DITHER____	   0.000056	   0.003637	   0.002215	   0.001860	   0.002272	   0.010296	   0.004237	    164.21 % .!!!!.
lreps: 9 with reps: 444

1000 1  STAGGER IDENT_____	   0.000201	   0.003283	   0.021741	   0.015024	   0.021418	   0.002958	   0.005153	     15.10 % 
1000 1  SAWTOTH IDENT_____	   0.000199	   0.000520	   0.000772	   0.000776	   0.000764	   0.000452	   0.003802	     67.34 % 
1000 1  _RANDOM IDENT_____	   0.000199	   0.000519	   0.000773	   0.000775	   0.000765	   0.000452	   0.003797	     67.16 % 
1000 1  PLATEAU IDENT_____	   0.000199	   0.000492	   0.000786	   0.000785	   0.000773	   0.000463	   0.003800	     62.63 % 
1000 1  SHUFFLE IDENT_____	   0.000199	   0.000492	   0.003459	   0.002863	   0.003706	   0.000463	   0.003253	     14.23 % 
1000 1  STAGGER REVERSE___	   0.000199	   0.004019	   0.019342	   0.014069	   0.019419	   0.003614	   0.012291	     20.78 % 
1000 1  SAWTOTH REVERSE___	   0.000199	   0.000519	   0.000773	   0.000772	   0.000765	   0.000452	   0.003796	     67.13 % 
1000 1  _RANDOM REVERSE___	   0.000199	   0.000514	   0.000773	   0.000775	   0.000765	   0.000451	   0.003803	     66.51 % 
1000 1  PLATEAU REVERSE___	   0.000199	   0.001275	   0.000772	   0.000776	   0.000766	   0.000380	   0.003835	    165.04 % .!!!!.
1000 1  SHUFFLE REVERSE___	   0.000199	   0.001194	   0.005447	   0.004782	   0.005583	   0.001111	   0.010347	     21.92 % 
1000 1  STAGGER REVERSE_FR	   0.000199	   0.003647	   0.017775	   0.014111	   0.017912	   0.003277	   0.008755	     20.52 % 
1000 1  SAWTOTH REVERSE_FR	   0.000199	   0.000519	   0.000773	   0.000775	   0.000764	   0.000453	   0.003798	     67.18 % 
1000 1  _RANDOM REVERSE_FR	   0.000199	   0.000519	   0.000773	   0.000775	   0.000765	   0.000452	   0.003798	     67.15 % 
1000 1  PLATEAU REVERSE_FR	   0.000199	   0.003349	   0.000785	   0.000787	   0.000777	   0.000400	   0.003843	    426.48 % .!!!!!.
1000 1  SHUFFLE REVERSE_FR	   0.000199	   0.000877	   0.007262	   0.005707	   0.007338	   0.003015	   0.006818	     12.08 % 
1000 1  STAGGER REVERSE_BA	   0.000199	   0.003653	   0.020894	   0.014326	   0.020564	   0.003286	   0.008725	     17.48 % 
1000 1  SAWTOTH REVERSE_BA	   0.000199	   0.000514	   0.000772	   0.000775	   0.000765	   0.000452	   0.003797	     66.55 % 
1000 1  _RANDOM REVERSE_BA	   0.000199	   0.000519	   0.000773	   0.000775	   0.000765	   0.000451	   0.003803	     67.12 % 
1000 1  PLATEAU REVERSE_BA	   0.000199	   0.000493	   0.000784	   0.000786	   0.000774	   0.000463	   0.003799	     62.85 % 
1000 1  SHUFFLE REVERSE_BA	   0.000199	   0.003676	   0.006872	   0.005498	   0.007114	   0.003295	   0.006824	     53.48 % 
1000 1  STAGGER SORT______	   0.000199	   0.000492	   0.003563	   0.002950	   0.003735	   0.000465	   0.003261	     13.81 % 
1000 1  SAWTOTH SORT______	   0.000199	   0.000519	   0.000773	   0.000775	   0.000764	   0.000452	   0.003799	     67.18 % 
1000 1  _RANDOM SORT______	   0.000199	   0.000519	   0.000773	   0.000775	   0.000765	   0.000451	   0.003801	     67.16 % 
1000 1  PLATEAU SORT______	   0.000199	   0.000492	   0.000783	   0.000785	   0.000774	   0.000463	   0.003801	     62.89 % 
1000 1  SHUFFLE SORT______	   0.000199	   0.000492	   0.003528	   0.002861	   0.003700	   0.000463	   0.003261	     13.95 % 
1000 1  STAGGER DITHER____	   0.000199	   0.010507	   0.020327	   0.013548	   0.020358	   0.016071	   0.009674	     51.69 % 
1000 1  SAWTOTH DITHER____	   0.000199	   0.003635	   0.003303	   0.003226	   0.003478	   0.012779	   0.019775	    110.06 % .!!.
1000 1  _RANDOM DITHER____	   0.000199	   0.003634	   0.003303	   0.003218	   0.003465	   0.012777	   0.019830	    110.04 % .!!.
