
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 60
lreps: 9 with reps: 3

Warmup length: 10001 reps: 60
lreps: 9 with reps: 3

total: 600120
  End warm up (21060 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (min time + 1 stddev)

Timings are estimated using auto-tune to satisfy the maximal uncertainty of       2.00 % , convergence at       4.00 sigma with max test duration =   10000.00 ms.


COLUMNS:Length Sub-size  Builder Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11I	DPQ_18_11P	RADIX	MARLIN	[DPQ_11 % DPQ_18_11_21]

lreps: 1 with reps: 90

100000 16  SAWTOTH DITHER____	   0.023343	   2.957975	   3.483921	   3.188658	   3.662294	   2.140980	   8.646728	     84.90 % 
100000 16  _RANDOM DITHER____	   0.023351	   4.002189	   4.021542	   4.159691	   4.043038	   2.134769	  12.533346	     99.52 % 
100000 16  PLATEAU DITHER____	   0.023330	   0.489380	   0.309753	   0.326166	   0.356435	   2.135599	   6.568372	    157.99 % .!!!.
100000 16  SHUFFLE DITHER____	   0.023330	   5.032299	$   4.405996	   3.541250	   4.462618	   4.289284	   6.111445	    114.21 % .!!.
100000 64  STAGGER IDENT_____	   0.023340	   3.690371	   1.774505	   1.966349	   1.961906	   3.066093	   3.761059	    207.97 % .!!!!!.
100000 64  SAWTOTH IDENT_____	   0.023354	   3.092098	   3.723913	   3.521353	   3.926937	   2.135850	$   6.193122	     83.03 % 
100000 64  _RANDOM IDENT_____	   0.023334	   5.678129	   6.093032	   5.862505	   6.079280	   2.143484	  14.347629	     93.19 % 
100000 64  PLATEAU IDENT_____	   0.023332	   0.044529	   0.063632	   0.049362	   0.063611	   0.042156	   0.636578	     69.98 % 
100000 64  SHUFFLE IDENT_____	   0.023335	   3.806268	   2.112172	   1.706473	   2.171235	   4.062424	   4.630342	    180.21 % .!!!!.
100000 64  STAGGER REVERSE___	   0.023343	   3.858216	   1.959742	   2.094186	   2.151524	   3.104292	   5.657049	    196.87 % .!!!!.
100000 64  SAWTOTH REVERSE___	   0.023344	   3.112075	   3.672187	   3.290321	   4.043208	   2.139556	$   7.748611	     84.75 % 
100000 64  _RANDOM REVERSE___	   0.023350	   5.565829	   5.968609	   5.730165	   5.943952	   2.137206	  14.350450	     93.25 % 
100000 64  PLATEAU REVERSE___	   0.023342	   0.148218	   0.034485	   0.034315	   0.034659	   0.029718	   0.634066	    429.81 % .!!!!!.
100000 64  SHUFFLE REVERSE___	   0.023350	   3.202567	   2.704229	   2.334705	   2.885954	   3.701984	   6.235506	    118.43 % .!!.
100000 64  STAGGER REVERSE_FR	   0.023347	   3.747785	   1.873448	   2.030442	   2.063905	   3.104964	   4.707643	    200.05 % .!!!!!.
100000 64  SAWTOTH REVERSE_FR	   0.023362	   2.974535	   3.876648	   3.455688	   4.175431	   2.134857	$   7.204738	     76.73 % 
100000 64  _RANDOM REVERSE_FR	   0.023321	   5.638281	   5.955824	   5.838142	   6.015573	   2.135790	  14.352176	     94.67 % 
100000 64  PLATEAU REVERSE_FR	   0.023339	   0.503092	   0.034462	   0.034343	   0.034598	   0.029836	   0.634148	   1459.83 % .!!!!!.
100000 64  SHUFFLE REVERSE_FR	   0.023349	   3.622039	$   2.867863	   2.328880	   3.021670	   3.878428	$   5.578801	    126.30 % .!!!.
100000 64  STAGGER REVERSE_BA	   0.023335	   3.767100	   1.881967	   2.040397	   2.070805	   3.072015	   4.712917	    200.17 % .!!!!!.
100000 64  SAWTOTH REVERSE_BA	   0.023351	   3.410587	   3.611129	   3.347441	   3.826703	   2.138116	$   7.067679	     94.45 % 
100000 64  _RANDOM REVERSE_BA	   0.023331	   5.600853	   6.023829	   5.813436	   6.002927	   2.144795	  14.346334	     92.98 % 
100000 64  PLATEAU REVERSE_BA	   0.023332	   0.044520	   0.063633	   0.049316	   0.063640	   0.041953	   0.636457	     69.96 % 
100000 64  SHUFFLE REVERSE_BA	   0.023337	   3.366752	   2.642099	   2.132869	   2.825695	   3.974520	$   5.664824	    127.43 % .!!!.
100000 64  STAGGER SORT______	   0.023335	   0.044524	   0.063657	   0.049300	   0.063666	   0.041989	   0.585331	     69.94 % 
100000 64  SAWTOTH SORT______	   0.023318	   0.044654	   0.062651	   0.049253	   0.062634	   0.041683	   0.639607	     71.27 % 
100000 64  _RANDOM SORT______	   0.023306	   0.044679	   0.062690	   0.049267	   0.062640	   0.041491	   0.641611	     71.27 % 
100000 64  PLATEAU SORT______	   0.023325	   0.044584	   0.063663	   0.049376	   0.063669	   0.041950	   0.636753	     70.03 % 
100000 64  SHUFFLE SORT______	   0.023336	   0.044560	   0.063615	   0.049353	   0.063639	   0.042185	   0.585098	     70.05 % 
100000 64  STAGGER DITHER____	   0.023386	   3.689861	   1.774486	   1.965956	   1.961991	   3.074707	   3.762728	    207.94 % .!!!!!.
100000 64  SAWTOTH DITHER____	   0.023335	   3.966269	   4.616237	   4.393671	   4.609916	   2.141071	   7.150400	     85.92 % 
100000 64  _RANDOM DITHER____	   0.023365	   5.619516	   5.938715	   5.742955	   5.995977	   2.145312	  14.405877	     94.63 % 
100000 64  PLATEAU DITHER____	   0.023336	   0.422063	   0.310605	   0.325418	   0.356439	   2.142168	   6.567670	    135.88 % .!!!.
100000 64  SHUFFLE DITHER____	   0.023403	   4.249938	$   3.199426	   2.543769	   3.274862	   4.142672	$   5.018363	    132.83 % .!!!.
100000 256  STAGGER IDENT_____	   0.023324	  11.191149	  12.111470	  10.791095	  12.159359	   3.535477	   4.637675	     92.40 % 
100000 256  SAWTOTH IDENT_____	   0.023329	   3.911582	   4.809130	   4.296693	   5.065213	   2.149146	   5.000846	     81.34 % 
100000 256  _RANDOM IDENT_____	   0.023335	   7.614566	   8.086942	   7.525720	   8.027084	   2.147552	  16.251777	     94.16 % 
100000 256  PLATEAU IDENT_____	   0.023336	   0.044523	   0.063607	   0.049355	   0.063632	   0.042133	   0.636312	     70.00 % 
100000 256  SHUFFLE IDENT_____	   0.023336	   3.658835	   1.624761	   1.295928	   1.692219	   4.030221	   3.768066	    225.19 % .!!!!!.
100000 256  STAGGER REVERSE___	   0.023330	  11.097939	  12.096843	  10.838338	  12.133621	   3.548790	   6.493727	     91.74 % 
100000 256  SAWTOTH REVERSE___	   0.023331	   3.849258	   4.883270	   4.342720	   5.216675	   2.145509	   6.813803	     78.83 % 
100000 256  _RANDOM REVERSE___	   0.023320	   7.537313	   8.085152	   7.571335	   7.930495	   2.140089	  16.250863	     93.22 % 
100000 256  PLATEAU REVERSE___	   0.023353	   0.147598	   0.035061	   0.034553	   0.035282	   0.029982	   0.635540	    420.98 % .!!!!!.
100000 256  SHUFFLE REVERSE___	   0.023325	   3.099474	$   2.353816	   2.008978	   2.474369	   3.698189	   5.521481	    131.68 % .!!!.
100000 256  STAGGER REVERSE_FR	   0.023354	  11.165830	  12.772329	  11.013611	  12.913774	   3.457149	   5.584445	     87.42 % 
100000 256  SAWTOTH REVERSE_FR	   0.023330	   4.482962	   5.535994	   4.632859	   5.920480	   2.146102	   5.927274	     80.98 % 
100000 256  _RANDOM REVERSE_FR	   0.023345	   7.613769	   8.088011	   7.650674	   8.062131	   2.147843	  16.248564	     94.14 % 
100000 256  PLATEAU REVERSE_FR	   0.023352	   0.503586	   0.035077	   0.034597	   0.035096	   0.030063	   0.636889	   1435.66 % .!!!!!.
100000 256  SHUFFLE REVERSE_FR	   0.023338	   3.528269	$   2.718024	   2.199004	   2.915150	   3.828352	   4.666784	    129.81 % .!!!.
100000 256  STAGGER REVERSE_BA	   0.023345	  11.160543	  12.035234	  10.777426	  12.272757	   3.438273	   5.595414	     92.73 % 
100000 256  SAWTOTH REVERSE_BA	   0.023335	   3.904774	   4.889030	   4.288926	   5.198719	   2.141716	   5.916229	     79.87 % 
100000 256  _RANDOM REVERSE_BA	   0.023346	   7.604663	   7.985035	   7.670696	   8.061981	   2.139638	  16.253421	     95.24 % 
100000 256  PLATEAU REVERSE_BA	   0.023325	   0.044522	   0.063613	   0.049364	   0.063648	   0.041991	   0.636357	     69.99 % 
100000 256  SHUFFLE REVERSE_BA	   0.023334	   3.219623	   2.132465	   1.763380	   2.297986	   3.952898	$   4.760197	    150.98 % .!!!.
100000 256  STAGGER SORT______	   0.023341	   0.044532	   0.063632	   0.049314	   0.063606	   0.041939	   0.584899	     69.98 % 
100000 256  SAWTOTH SORT______	   0.023331	   0.044550	   0.063514	   0.049329	   0.063510	   0.041768	   0.637124	     70.14 % 
100000 256  _RANDOM SORT______	   0.023318	   0.044567	   0.063512	   0.049348	   0.063511	   0.041663	   0.641239	     70.17 % 
100000 256  PLATEAU SORT______	   0.023337	   0.044659	   0.063626	   0.049326	   0.063697	   0.041996	   0.636515	     70.19 % 
100000 256  SHUFFLE SORT______	   0.023343	   0.044539	   0.063613	   0.049344	   0.063617	   0.042161	   0.584823	     70.02 % 
100000 256  STAGGER DITHER____	   0.023335	  11.124876	  12.037888	  10.801415	  12.139374	   3.540193	   4.732592	     92.42 % 
100000 256  SAWTOTH DITHER____	   0.023338	   4.761623	   6.257447	   5.431407	   6.287912	   2.150054	   5.960131	     76.10 % 
100000 256  _RANDOM DITHER____	   0.023364	   7.533057	   8.001512	   7.544639	   8.011522	   2.162189	  16.257107	     94.15 % 
100000 256  PLATEAU DITHER____	   0.023338	   0.488738	   0.280053	   0.324705	   0.389176	   2.136323	   6.549390	    174.52 % .!!!!.
100000 256  SHUFFLE DITHER____	   0.023389	   4.116489	$   2.617970	   2.119645	   2.740001	   4.094152	$   4.202635	    157.24 % .!!!.
100000 1024  STAGGER IDENT_____	   0.023332	   9.444766	  11.568379	  10.706379	  11.734351	   3.291893	   5.518980	     81.64 % 
100000 1024  SAWTOTH IDENT_____	   0.023331	   4.685648	   1.961897	   2.151236	   2.148951	   2.565063	   4.012145	    238.83 % .!!!!!.
100000 1024  _RANDOM IDENT_____	   0.023348	   9.612783	  10.152431	   9.611135	  10.195651	   2.934650	  17.961964	     94.68 % 
100000 1024  PLATEAU IDENT_____	   0.023342	   0.044504	   0.063622	   0.049318	   0.063603	   0.041961	   0.635717	     69.95 % 
100000 1024  SHUFFLE IDENT_____	   0.023333	   3.553581	!  1.003893	   1.176535	   1.358639	   3.941802	   2.905567	    353.98 % .!!!!!.
100000 1024  STAGGER REVERSE___	   0.023334	   9.200696	  11.468786	  10.676804	  11.588334	   3.290585	   7.266638	     80.22 % 
100000 1024  SAWTOTH REVERSE___	   0.023330	   4.854745	   2.149506	   2.274871	   2.337179	   2.578703	   5.901021	    225.85 % .!!!!!.
100000 1024  _RANDOM REVERSE___	   0.023345	   9.618601	  10.230737	   9.541878	  10.212128	   2.932772	  17.959960	     94.02 % 
100000 1024  PLATEAU REVERSE___	   0.023338	   0.147572	   0.036675	   0.035853	   0.037105	   0.031106	   0.647421	    402.38 % .!!!!!.
100000 1024  SHUFFLE REVERSE___	   0.023330	   3.219212	!  2.433208	   2.134992	!  2.495997	   3.668996	   4.718616	    132.30 % .!!!.
100000 1024  STAGGER REVERSE_FR	   0.023339	   9.270589	  12.008388	  10.840060	  12.142191	   3.271816	   6.402315	     77.20 % 
100000 1024  SAWTOTH REVERSE_FR	   0.023338	   4.747938	   2.064250	   2.224694	   2.256484	   2.593296	   4.965638	    230.01 % .!!!!!.
100000 1024  _RANDOM REVERSE_FR	   0.023333	   9.663462	  10.222254	   9.576808	  10.182834	   2.934767	  17.958429	     94.53 % 
100000 1024  PLATEAU REVERSE_FR	   0.023348	   0.503635	   0.036757	   0.035900	   0.036795	   0.031112	   0.647628	   1370.17 % .!!!!!.
100000 1024  SHUFFLE REVERSE_FR	   0.023338	   3.534364	!  2.066209	   1.808758	!  2.212668	   3.746187	   3.823016	    171.06 % .!!!!.
100000 1024  STAGGER REVERSE_BA	   0.023326	   9.315003	  11.518106	  10.612695	  11.711115	   3.280807	   6.409118	     80.87 % 
100000 1024  SAWTOTH REVERSE_BA	   0.023324	   4.795793	   2.060584	   2.218277	   2.252337	   2.552941	   4.960056	    232.74 % .!!!!!.
100000 1024  _RANDOM REVERSE_BA	   0.023340	   9.685749	  10.325091	   9.669332	  10.281645	   2.932048	  17.967048	     93.81 % 
100000 1024  PLATEAU REVERSE_BA	   0.023341	   0.044528	   0.063648	   0.049357	   0.063644	   0.041969	   0.635054	     69.96 % 
100000 1024  SHUFFLE REVERSE_BA	   0.023332	   3.275762	$!  2.073428	   1.857816	!  2.264637	   3.826578	   3.823188	    157.99 % .!!!.
100000 1024  STAGGER SORT______	   0.023327	   0.044534	   0.063689	   0.049345	   0.063623	   0.041954	   0.588411	     69.92 % 
100000 1024  SAWTOTH SORT______	   0.023327	   0.044550	   0.063570	   0.049380	   0.063539	   0.041901	   0.627166	     70.08 % 
100000 1024  _RANDOM SORT______	   0.023342	   0.044514	   0.063504	   0.049341	   0.063547	   0.041646	   0.633309	     70.10 % 
100000 1024  PLATEAU SORT______	   0.023359	   0.044533	   0.063610	   0.049402	   0.063684	   0.041926	   0.636000	     70.01 % 
100000 1024  SHUFFLE SORT______	   0.023343	   0.044537	   0.063575	   0.049291	   0.063614	   0.041999	   0.584902	     70.05 % 
100000 1024  STAGGER DITHER____	   0.023338	   9.443643	  11.575204	  10.704134	  11.738884	   3.316330	   5.512247	     81.59 % 
100000 1024  SAWTOTH DITHER____	   0.023334	   5.381160	   7.333190	   6.153777	   7.374442	   2.548153	   5.213656	     73.38 % 
100000 1024  _RANDOM DITHER____	   0.023347	   9.520407	  10.259110	   9.557815	  10.233723	   2.929321	  17.967016	     92.80 % 
100000 1024  PLATEAU DITHER____	   0.023349	   0.477510	   0.317520	   0.332420	   0.363104	   2.156589	   6.558904	    150.39 % .!!!.
100000 1024  SHUFFLE DITHER____	   0.023318	   4.044552	$   2.408734	   1.919688	   2.522491	   3.988874	   3.415866	    167.91 % .!!!!.
100000 4096  STAGGER IDENT_____	   0.023333	  13.293348	  13.938341	  12.707238	  13.819352	   3.442141	   6.378618	     95.37 % 
100000 4096  SAWTOTH IDENT_____	   0.023336	   2.646271	   1.418078	   1.540305	   1.549505	   2.747425	   3.176927	    186.61 % .!!!!.
100000 4096  _RANDOM IDENT_____	   0.023346	  11.991229	  13.697768	  12.669629	  13.521399	   2.773174	  19.488771	     87.54 % 
100000 4096  PLATEAU IDENT_____	   0.023346	   0.044525	   0.063632	   0.049325	   0.063666	   0.041964	   0.633116	     69.97 % 
100000 4096  SHUFFLE IDENT_____	   0.023329	   2.041967	   0.447863	   0.565695	   0.632089	   2.436646	   2.158047	    455.94 % .!!!!!.
100000 4096  STAGGER REVERSE___	   0.023360	  13.402119	  13.724402	  12.753566	  13.794198	   3.450502	$   7.571866	     97.65 % 
100000 4096  SAWTOTH REVERSE___	   0.023331	   2.814084	   1.621503	   1.693851	   1.748163	   2.862421	   5.079596	    173.55 % .!!!!.
100000 4096  _RANDOM REVERSE___	   0.023349	  12.041844	  13.698752	  12.804637	  13.615120	   2.766507	  19.490491	     87.90 % 
100000 4096  PLATEAU REVERSE___	   0.023352	   0.147176	   0.044111	   0.040587	   0.044338	   0.035711	   0.689914	    333.64 % .!!!!!.
100000 4096  SHUFFLE REVERSE___	   0.023356	   2.022201	   1.250751	   1.173342	   1.188713	   2.445725	   4.005067	    161.68 % .!!!!.
100000 4096  STAGGER REVERSE_FR	   0.023321	  13.409089	  14.211385	  12.933850	  14.322221	   3.444347	   6.974318	     94.35 % 
100000 4096  SAWTOTH REVERSE_FR	   0.023370	   2.728716	   1.549692	   1.653774	   1.674267	   2.847824	   4.131105	    176.08 % .!!!!.
100000 4096  _RANDOM REVERSE_FR	   0.023340	  11.970672	  13.740675	  12.767649	  13.653852	   2.776450	  19.485152	     87.12 % 
100000 4096  PLATEAU REVERSE_FR	   0.023363	   0.503862	   0.044001	   0.040553	   0.044170	   0.035711	   0.688941	   1145.11 % .!!!!!.
100000 4096  SHUFFLE REVERSE_FR	   0.023338	   2.135946	   0.745186	   0.776982	   0.816795	   2.540227	   3.089573	    286.63 % .!!!!!.
100000 4096  STAGGER REVERSE_BA	   0.023330	  13.232388	  14.062246	  12.793576	  14.077006	   3.445747	   6.998212	     94.10 % 
100000 4096  SAWTOTH REVERSE_BA	   0.023339	   2.721289	   1.532858	   1.627345	   1.661371	   2.781180	   4.130977	    177.53 % .!!!!.
100000 4096  _RANDOM REVERSE_BA	   0.023410	  12.121725	  13.710073	  12.784161	  13.714075	   2.774962	  19.495423	     88.41 % 
100000 4096  PLATEAU REVERSE_BA	   0.023334	   0.044503	   0.063617	   0.049374	   0.063668	   0.042167	   0.634033	     69.95 % 
100000 4096  SHUFFLE REVERSE_BA	   0.023352	   2.117623	   0.767003	   0.786756	   0.814393	!  2.763147	   3.089521	    276.09 % .!!!!!.
100000 4096  STAGGER SORT______	   0.023333	   0.044560	   0.063643	   0.049335	   0.063631	   0.041998	   0.585032	     70.02 % 
100000 4096  SAWTOTH SORT______	   0.023334	   0.044554	   0.063672	   0.049315	   0.063600	   0.041940	   0.588104	     69.97 % 
100000 4096  _RANDOM SORT______	   0.023340	   0.044562	   0.063674	   0.049303	   0.063625	   0.041695	   0.597007	     69.99 % 
100000 4096  PLATEAU SORT______	   0.023338	   0.044562	   0.063686	   0.049316	   0.063661	   0.042011	   0.634153	     69.97 % 
100000 4096  SHUFFLE SORT______	   0.023338	   0.044549	   0.063672	   0.049333	   0.063599	   0.041981	   0.585048	     69.97 % 
100000 4096  STAGGER DITHER____	   0.023322	  13.303087	  13.973823	  12.824021	  13.955105	   3.449343	   6.477654	     95.20 % 
100000 4096  SAWTOTH DITHER____	   0.023338	   6.343919	   9.722273	   8.060839	   9.538492	   2.705656	   4.699423	     65.25 % 
100000 4096  _RANDOM DITHER____	   0.023333	  11.993499	  13.763641	  12.727297	  13.551058	   2.774270	  19.485144	     87.14 % 
100000 4096  PLATEAU DITHER____	   0.023334	   0.608264	   0.329367	   0.350210	   0.418368	   2.149586	   6.464416	    184.68 % .!!!!.
100000 4096  SHUFFLE DITHER____	   0.023329	   3.046365	   2.057787	   1.677676	   2.258891	   3.733947	   3.006914	    148.04 % .!!!.
100000 16384  STAGGER IDENT_____	   0.023345	  13.614511	  14.121892	  12.725293	  13.953325	   3.294137	   7.145868	     96.41 % 
100000 16384  SAWTOTH IDENT_____	   0.023313	   1.615199	   0.664938	   0.705144	   0.715309	   1.649769	   2.396124	    242.91 % .!!!!!.
100000 16384  _RANDOM IDENT_____	   0.023321	  14.612851	  14.975866	  13.710774	  14.820405	   3.045459	  20.674905	     97.58 % 
100000 16384  PLATEAU IDENT_____	   0.023323	   0.044532	   0.063648	   0.049362	   0.063676	   0.041929	   0.627635	     69.97 % 
100000 16384  SHUFFLE IDENT_____	   0.023322	!  0.973105	   0.289343	   0.312696	   0.337019	!  0.963761	   1.458111	    336.32 % .!!!!!.
100000 16384  STAGGER REVERSE___	   0.023324	  13.620314	  14.117605	  12.962961	  13.966357	   3.300305	   7.222739	     96.48 % 
100000 16384  SAWTOTH REVERSE___	   0.023330	   1.761547	   1.192538	   1.186282	   1.246501	   1.771036	   4.287612	    147.71 % .!!!.
100000 16384  _RANDOM REVERSE___	   0.023346	  14.709527	  15.040567	  13.811277	  14.910472	   3.049594	  20.678617	     97.80 % 
100000 16384  PLATEAU REVERSE___	   0.023333	   0.147541	   0.074660	   0.060114	   0.074771	   0.054078	   1.151658	    197.62 % .!!!!.
100000 16384  SHUFFLE REVERSE___	   0.023355	   1.224248	   0.665870	   0.566180	   0.639502	   0.910955	   3.314238	    183.86 % .!!!!.
100000 16384  STAGGER REVERSE_FR	   0.023348	  13.538001	  14.433891	  12.955002	  14.201731	   3.258233	   7.272055	     93.79 % 
100000 16384  SAWTOTH REVERSE_FR	   0.023355	   1.715229	   1.035475	   1.067209	   1.104621	   1.732356	   3.341893	    165.65 % .!!!!.
100000 16384  _RANDOM REVERSE_FR	   0.023347	  14.646390	  14.943826	  13.743036	  14.797663	   3.053355	  20.668140	     98.01 % 
100000 16384  PLATEAU REVERSE_FR	   0.023351	   0.502570	   0.074492	   0.059776	   0.074589	   0.053682	   1.153000	    674.67 % .!!!!!.
100000 16384  SHUFFLE REVERSE_FR	   0.023334	   1.294710	   0.410829	   0.411753	   0.442386	   1.221549	   2.396846	    315.15 % .!!!!!.
100000 16384  STAGGER REVERSE_BA	   0.023320	  13.577818	  13.935149	  12.804162	  13.794892	   3.253984	   7.225332	     97.44 % 
100000 16384  SAWTOTH REVERSE_BA	   0.023355	   1.718226	   1.008045	   1.039357	   1.081162	   1.734739	   3.341692	    170.45 % .!!!!.
100000 16384  _RANDOM REVERSE_BA	   0.023338	  14.710745	  15.120188	  13.834737	  14.924054	   3.057183	  20.677394	     97.29 % 
100000 16384  PLATEAU REVERSE_BA	   0.023326	   0.044539	   0.063618	   0.049319	   0.063650	   0.041986	   0.627390	     70.01 % 
100000 16384  SHUFFLE REVERSE_BA	   0.023326	   1.347810	   0.563022	   0.557343	   0.588565	   1.395375	   2.394690	    239.39 % .!!!!!.
100000 16384  STAGGER SORT______	   0.023329	   0.044553	   0.063651	   0.049372	   0.063665	   0.041980	   0.584862	     70.00 % 
100000 16384  SAWTOTH SORT______	   0.023334	   0.044504	   0.063650	   0.049284	   0.063575	   0.041828	   0.584982	     69.92 % 
100000 16384  _RANDOM SORT______	   0.023320	   0.044544	   0.063566	   0.049339	   0.063631	   0.041715	   0.584939	     70.07 % 
100000 16384  PLATEAU SORT______	   0.023344	   0.044562	   0.063669	   0.049368	   0.063687	   0.041999	   0.627507	     69.99 % 
100000 16384  SHUFFLE SORT______	   0.023340	   0.044524	   0.063633	   0.049340	   0.063608	   0.041934	   0.585054	     69.97 % 
100000 16384  STAGGER DITHER____	   0.023319	  13.613283	  14.112909	  12.721188	  13.952050	   3.300473	   7.143208	     96.46 % 
100000 16384  SAWTOTH DITHER____	   0.023333	   7.968983	  10.000407	   7.944291	  10.027273	   2.894204	   4.285914	     79.69 % 
100000 16384  _RANDOM DITHER____	   0.023327	  14.694186	  15.044373	  13.747566	  14.865853	   3.049546	  20.669145	     97.67 % 
100000 16384  PLATEAU DITHER____	   0.023351	   0.700574	   0.547350	   0.532422	   0.565161	   2.185763	   6.153325	    127.99 % .!!!.
100000 16384  SHUFFLE DITHER____	   0.023348	   2.283023	   1.829549	   1.547159	   2.068015	   3.410279	   2.886935	    124.79 % .!!!.
100000 65536  STAGGER IDENT_____	   0.023331	  13.174868	  13.657348	  12.313101	  13.480425	   3.409692	   7.656242	     96.47 % 
100000 65536  SAWTOTH IDENT_____	   0.023348	   0.390324	   0.261313	   0.261298	   0.273703	   0.388186	   1.454067	    149.37 % .!!!.
100000 65536  _RANDOM IDENT_____	   0.023352	  15.050507	  15.165043	  13.814708	  15.014707	   4.177967	  21.018436	     99.24 % 
100000 65536  PLATEAU IDENT_____	   0.023330	   0.044531	   0.063666	   0.049327	   0.063652	   0.041905	   0.603875	     69.94 % 
100000 65536  SHUFFLE IDENT_____	   0.023323	!  0.440425	!  0.155459	!  0.159171	!  0.172494	!  0.438235	!  0.909789	    283.31 % .!!!!!.
100000 65536  STAGGER REVERSE___	   0.023351	  13.290045	  13.649521	  12.311140	  13.407695	   3.255504	   7.288778	     97.37 % 
100000 65536  SAWTOTH REVERSE___	   0.023336	   0.581416	   0.415145	   0.379298	   0.483604	   0.552044	   3.342240	    140.05 % .!!!.
100000 65536  _RANDOM REVERSE___	   0.023330	  15.117069	  15.069039	  13.758449	  14.921588	   4.183601	  21.017760	    100.32 % ..
100000 65536  PLATEAU REVERSE___	   0.023331	   0.143025	   0.170714	   0.121117	   0.170926	   0.111126	   2.043892	     83.78 % 
100000 65536  SHUFFLE REVERSE___	   0.023329	!  0.472736	!  0.316312	!  0.259993	!  0.310628	!  0.427252	   2.946745	    149.45 % .!!!.
100000 65536  STAGGER REVERSE_FR	   0.023362	  13.122834	  14.044901	  12.688354	  13.994255	   3.572811	   7.601561	     93.43 % 
100000 65536  SAWTOTH REVERSE_FR	   0.023347	   0.502218	   0.342581	   0.324721	   0.355749	   0.717747	   2.398099	    146.60 % .!!!.
100000 65536  _RANDOM REVERSE_FR	   0.023330	  15.007199	  15.073922	  13.804393	  14.985104	   4.179518	  21.019508	     99.56 % 
100000 65536  PLATEAU REVERSE_FR	   0.023340	   0.090959	   0.119473	   0.088394	   0.119574	   0.419456	   1.757311	     76.13 % 
100000 65536  SHUFFLE REVERSE_FR	   0.023331	!  0.501101	!  0.214441	!  0.196773	!  0.238996	!  0.783288	   2.011062	    233.68 % .!!!!!.
100000 65536  STAGGER REVERSE_BA	   0.023343	  13.250889	  13.782977	  12.549089	  13.641064	   3.410685	   7.589911	     96.14 % 
100000 65536  SAWTOTH REVERSE_BA	   0.023318	   0.533909	   0.488302	   0.489167	   0.524794	   1.081182	   2.407161	    109.34 % .!.
100000 65536  _RANDOM REVERSE_BA	   0.023333	  15.033886	  15.194900	  13.919924	  15.104108	   4.175972	  21.024870	     98.94 % 
100000 65536  PLATEAU REVERSE_BA	   0.023351	   0.400352	   0.287372	   0.291230	   0.327257	   0.393646	   1.103311	    139.31 % .!!!.
100000 65536  SHUFFLE REVERSE_BA	   0.023334	!  0.820255	   0.428979	   0.422366	   0.452329	!  0.821763	   2.009790	    191.21 % .!!!!.
100000 65536  STAGGER SORT______	   0.023380	   0.044456	   0.063474	   0.049273	   0.063496	   0.042109	   0.584884	     70.04 % 
100000 65536  SAWTOTH SORT______	   0.023358	   0.044471	   0.063484	   0.049306	   0.063523	   0.041937	   0.584899	     70.05 % 
100000 65536  _RANDOM SORT______	   0.023327	   0.044541	   0.063575	   0.049372	   0.063587	   0.041664	   0.584923	     70.06 % 
100000 65536  PLATEAU SORT______	   0.023327	   0.044567	   0.063642	   0.049370	   0.063720	   0.041994	   0.603845	     70.03 % 
100000 65536  SHUFFLE SORT______	   0.023330	   0.044561	   0.063597	   0.049313	   0.063617	   0.042251	   0.584977	     70.07 % 
100000 65536  STAGGER DITHER____	   0.023333	  13.197315	  13.702768	  12.307128	  13.505226	   3.439538	   7.697337	     96.31 % 
100000 65536  SAWTOTH DITHER____	   0.023339	   5.297005	$   7.861418	   5.929798	   8.002523	   3.318507	   4.103022	     67.38 % 
100000 65536  _RANDOM DITHER____	   0.023337	  14.935977	  15.265945	  13.838621	  15.031024	   4.180511	  21.021745	     97.84 % 
100000 65536  PLATEAU DITHER____	   0.023347	   1.743319	   1.426889	   1.307026	   1.631186	   2.344037	   4.899121	    122.18 % .!!!.
100000 65536  SHUFFLE DITHER____	   0.023344	   1.991904	   1.724296	   1.473810	   1.964731	   2.982225	   2.846788	    115.52 % .!!.
lreps: 1 with reps: 90

500000 1  STAGGER IDENT_____	   0.122819	   3.309322	   2.267824	   2.312533	   2.432634	   3.391663	   7.286694	    145.92 % .!!!.
500000 1  SAWTOTH IDENT_____	   0.113022	   0.335035	   0.242266	   0.237951	   0.241944	   0.401033	   6.040129	    138.29 % .!!!.
500000 1  _RANDOM IDENT_____	   0.110464	   0.336833	   0.244911	   0.241345	   0.245919	   0.402483	   6.039783	    137.53 % .!!!.
500000 1  PLATEAU IDENT_____	   0.121681	   0.302487	   0.478234	   0.387111	   0.478897	   0.288385	   6.130478	     63.25 % 
500000 1  SHUFFLE IDENT_____	   0.123417	   0.300396	   0.476768	   0.385595	   0.477289	   0.286798	   5.639335	     63.01 % 
500000 1  STAGGER REVERSE___	   0.126890	   4.113504	   3.208262	   2.989896	   3.374533	   4.007408	  12.611748	    128.22 % .!!!.
500000 1  SAWTOTH REVERSE___	   0.119075	$   0.400121	   0.244879	   0.244311	   0.244218	   0.407234	   6.017567	    163.40 % .!!!!.
