
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)

Timings are estimated using auto-tune to satisfy the maximal uncertainty of 2%.


Length Sub-size  Builder Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11P	RADIX	[DPQ_11 % DPQ_18_11_21]

lreps: 801 with reps: 17

5000 1  SHUFFLE REVERSE___	   0.000718	   0.006931	   0.006270	   0.007394	   0.005866	    110.54 % .!!.
5000 1  STAGGER REVERSE_FR	   0.000755	   0.021807	   0.013748	   0.015925	   0.020188	    158.63 % .!!!.
5000 1  SAWTOTH REVERSE_FR	   0.000731	   0.002030	   0.001648	   0.001676	   0.002282	    123.17 % .!!!.
5000 1  _RANDOM REVERSE_FR	   0.000754	   0.002028	   0.001638	   0.001673	   0.002234	    123.83 % .!!!.
5000 1  PLATEAU REVERSE_FR	   0.000759	   0.018883	   0.001660	   0.001614	   0.001640	   1137.20 % .!!!!!.
5000 1  SHUFFLE REVERSE_FR	   0.000749	   0.005103	   0.004834	   0.005556	   0.018305	    105.58 % .!.
5000 1  STAGGER REVERSE_BA	   0.000744	   0.021842	   0.013938	   0.016156	   0.020150	    156.71 % .!!!.
5000 1  SAWTOTH REVERSE_BA	   0.000766	   0.002092	   0.001617	   0.001561	   0.002220	    129.33 % .!!!.
5000 1  _RANDOM REVERSE_BA	   0.000752	   0.002034	   0.001701	   0.001590	   0.002248	    119.59 % .!!.
5000 1  PLATEAU REVERSE_BA	   0.000740	   0.003161	   0.003211	   0.003761	   0.002342	     98.44 % 
5000 1  SHUFFLE REVERSE_BA	   0.000755	   0.022263	   0.014254	   0.015944	   0.020152	    156.19 % .!!!.
5000 1  STAGGER SORT______	   0.000726	   0.003258	   0.003190	   0.003785	   0.002362	    102.15 % ..
5000 1  SAWTOTH SORT______	   0.000733	   0.002014	   0.001657	   0.001661	   0.002343	    121.53 % .!!!.
5000 1  _RANDOM SORT______	   0.000709	   0.001972	   0.001667	   0.001706	   0.002286	    118.24 % .!!.
5000 1  PLATEAU SORT______	   0.000742	   0.003224	   0.003238	   0.003762	   0.002323	     99.57 % 
5000 1  SHUFFLE SORT______	   0.000704	   0.003188	   0.003204	   0.003900	   0.002327	     99.50 % 
5000 1  STAGGER DITHER____	   0.000737	   0.129658	   0.154679	   0.163612	   0.087137	     83.82 % 
5000 1  SAWTOTH DITHER____	   0.000740	   0.017763	   0.016485	   0.017600	   0.059217	    107.75 % .!.
5000 1  _RANDOM DITHER____	   0.000753	   0.017897	   0.016804	   0.017674	   0.059229	    106.51 % .!.
5000 1  PLATEAU DITHER____	   0.000715	   0.017708	   0.016008	   0.017565	   0.059158	    110.62 % .!!.
5000 1  SHUFFLE DITHER____	   0.000717	   0.039934	   0.027016	   0.029279	   0.081206	    147.82 % .!!!.
5000 4  STAGGER IDENT_____	   0.000710	   0.045279	   0.149199	   0.160654	   0.044612	     30.35 % 
5000 4  SAWTOTH IDENT_____	   0.000726	   0.018403	   0.013364	   0.014403	   0.059466	    137.71 % .!!!.
5000 4  _RANDOM IDENT_____	   0.000757	   0.037521	   0.030659	   0.041579	   0.059700	    122.38 % .!!!.
5000 4  PLATEAU IDENT_____	   0.000741	   0.003239	   0.003172	   0.003769	   0.002332	    102.11 % ..
5000 4  SHUFFLE IDENT_____	   0.000728	   0.165507	   0.131838	   0.143633	   0.104868	    125.54 % .!!!.
5000 4  STAGGER REVERSE___	   0.000746	   0.048930	   0.153455	   0.165442	   0.048218	     31.89 % 
5000 4  SAWTOTH REVERSE___	   0.000748	   0.017159	   0.013170	   0.014690	   0.059917	    130.29 % .!!!.
5000 4  _RANDOM REVERSE___	   0.000720	   0.032765	   0.030450	   0.039509	   0.060008	    107.60 % .!.
5000 4  PLATEAU REVERSE___	   0.000740	   0.006156	   0.001668	   0.001624	   0.001661	    369.04 % .!!!!!.
5000 4  SHUFFLE REVERSE___	   0.000754	   0.152113	   0.139169	   0.150474	   0.106362	    109.30 % .!.
5000 4  STAGGER REVERSE_FR	   0.000737	   0.046842	   0.155155	   0.166020	   0.046128	     30.19 % 
5000 4  SAWTOTH REVERSE_FR	   0.000741	   0.016942	   0.013725	   0.014906	   0.059849	    123.43 % .!!!.
5000 4  _RANDOM REVERSE_FR	   0.000745	   0.035939	   0.034020	   0.049856	   0.059995	    105.64 % .!.
5000 4  PLATEAU REVERSE_FR	   0.000760	   0.019123	   0.001681	   0.001739	   0.001741	   1137.24 % .!!!!!.
5000 4  SHUFFLE REVERSE_FR	   0.000754	   0.171705	   0.121454	   0.133561	   0.106009	    141.37 % .!!!.
5000 4  STAGGER REVERSE_BA	   0.000749	   0.048593	   0.155691	   0.164925	   0.047988	     31.21 % 
5000 4  SAWTOTH REVERSE_BA	   0.000746	   0.020926	   0.013085	   0.014373	   0.059756	    159.92 % .!!!.
5000 4  _RANDOM REVERSE_BA	   0.000749	   0.037085	   0.029706	   0.041257	   0.060065	    124.84 % .!!!.
5000 4  PLATEAU REVERSE_BA	   0.000739	   0.003234	   0.003217	   0.003775	   0.002279	    100.53 % ..
5000 4  SHUFFLE REVERSE_BA	   0.000772	   0.155696	   0.157774	   0.169935	   0.105179	     98.68 % 
5000 4  STAGGER SORT______	   0.000727	   0.003172	   0.003181	   0.003890	   0.002345	     99.73 % 
5000 4  SAWTOTH SORT______	   0.000736	   0.002947	   0.002826	   0.003280	   0.002094	    104.30 % ..
5000 4  _RANDOM SORT______	   0.000729	   0.002924	   0.002906	   0.003283	   0.002130	    100.60 % ..
5000 4  PLATEAU SORT______	   0.000765	   0.003146	   0.003178	   0.003740	   0.002257	     99.01 % 
5000 4  SHUFFLE SORT______	   0.000759	   0.003163	   0.003152	   0.003750	   0.002321	    100.34 % ..
5000 4  STAGGER DITHER____	   0.000760	   0.045198	   0.149148	   0.160518	   0.044546	     30.30 % 
5000 4  SAWTOTH DITHER____	   0.000748	   0.024952	   0.019425	   0.020126	   0.059989	    128.45 % .!!!.
5000 4  _RANDOM DITHER____	   0.000736	   0.052582	   0.049168	   0.059665	   0.059878	    106.94 % .!.
5000 4  PLATEAU DITHER____	   0.000738	   0.017909	   0.016461	   0.017419	   0.059784	    108.80 % .!.
5000 4  SHUFFLE DITHER____	   0.000720	   0.179822	   0.145918	   0.157376	   0.131091	    123.23 % .!!!.
5000 16  STAGGER IDENT_____	   0.000750	   0.077426	   0.188755	   0.199909	   0.091113	     41.02 % 
5000 16  SAWTOTH IDENT_____	   0.000754	   0.041528	   0.042429	   0.053167	   0.059700	     97.88 % 
5000 16  _RANDOM IDENT_____	   0.000763	   0.101277	   0.101243	   0.115558	   0.059971	    100.03 % ..
5000 16  PLATEAU IDENT_____	   0.000743	   0.003226	   0.003226	   0.003772	   0.002289	     99.99 % 
5000 16  SHUFFLE IDENT_____	   0.000734	   0.108008	   0.059991	   0.077085	   0.116551	    180.04 % .!!!!.
5000 16  STAGGER REVERSE___	   0.000751	   0.080945	   0.188663	   0.200058	   0.094246	     42.90 % 
5000 16  SAWTOTH REVERSE___	   0.000748	   0.045347	   0.046824	   0.054180	   0.060077	     96.85 % 
5000 16  _RANDOM REVERSE___	   0.000729	   0.099372	   0.098457	   0.112239	   0.059993	    100.93 % ..
5000 16  PLATEAU REVERSE___	   0.000723	   0.006412	   0.001776	   0.001668	   0.001729	    360.97 % .!!!!!.
5000 16  SHUFFLE REVERSE___	   0.000758	   0.101400	   0.070320	   0.085768	   0.117859	    144.20 % .!!!.
5000 16  STAGGER REVERSE_FR	   0.000743	   0.080748	   0.189722	   0.201917	   0.092610	     42.56 % 
5000 16  SAWTOTH REVERSE_FR	   0.000731	   0.054835	   0.050301	   0.062115	   0.060132	    109.01 % .!.
5000 16  _RANDOM REVERSE_FR	   0.000740	   0.100779	   0.097241	   0.111897	   0.060055	    103.64 % ..
5000 16  PLATEAU REVERSE_FR	   0.000740	   0.019212	   0.001684	   0.001662	   0.001702	   1140.83 % .!!!!!.
5000 16  SHUFFLE REVERSE_FR	   0.000761	   0.113471	   0.066462	   0.080667	   0.117196	    170.73 % .!!!!.
5000 16  STAGGER REVERSE_BA	   0.000748	   0.079314	   0.186301	   0.197426	   0.092311	     42.57 % 
5000 16  SAWTOTH REVERSE_BA	   0.000754	   0.035111	   0.047524	   0.054348	   0.059990	     73.88 % 
5000 16  _RANDOM REVERSE_BA	   0.000753	   0.100349	   0.098196	   0.111214	   0.060062	    102.19 % ..
5000 16  PLATEAU REVERSE_BA	   0.000738	   0.003188	   0.003184	   0.003778	   0.002291	    100.13 % ..
5000 16  SHUFFLE REVERSE_BA	   0.000746	   0.100203	   0.089042	   0.101787	   0.117092	    112.53 % .!!.
5000 16  STAGGER SORT______	   0.000733	   0.003172	   0.003180	   0.003776	   0.002303	     99.74 % 
5000 16  SAWTOTH SORT______	   0.000748	   0.003106	   0.003150	   0.003637	   0.002196	     98.59 % 
5000 16  _RANDOM SORT______	   0.000757	   0.003106	   0.003158	   0.003638	   0.002239	     98.37 % 
5000 16  PLATEAU SORT______	   0.000739	   0.003154	   0.003162	   0.003868	   0.002255	     99.77 % 
5000 16  SHUFFLE SORT______	   0.000716	   0.003261	   0.003197	   0.003835	   0.002319	    102.01 % ..
5000 16  STAGGER DITHER____	   0.000721	   0.078771	   0.190667	   0.201174	   0.091051	     41.31 % 
5000 16  SAWTOTH DITHER____	   0.000747	   0.071537	   0.072153	   0.082615	   0.059732	     99.15 % 
5000 16  _RANDOM DITHER____	   0.000763	   0.107210	   0.102723	   0.117409	   0.059943	    104.37 % ..
5000 16  PLATEAU DITHER____	   0.000722	   0.017963	   0.015527	   0.016520	   0.060011	    115.68 % .!!.
5000 16  SHUFFLE DITHER____	   0.000715	   0.121659	   0.070744	   0.088885	   0.119519	    171.97 % .!!!!.
5000 64  STAGGER IDENT_____	   0.000731	   0.111477	   0.218411	   0.233821	   0.079348	     51.04 % 
5000 64  SAWTOTH IDENT_____	   0.000741	   0.110287	   0.099083	   0.113709	   0.060309	    111.31 % .!!.
5000 64  _RANDOM IDENT_____	   0.000735	   0.163563	   0.159321	   0.179129	   0.060383	    102.66 % ..
5000 64  PLATEAU IDENT_____	   0.000740	   0.003157	   0.003242	   0.003770	   0.002288	     97.39 % 
5000 64  SHUFFLE IDENT_____	   0.000762	   0.089413	   0.041317	   0.044656	   0.117826	    216.41 % .!!!!!.
5000 64  STAGGER REVERSE___	   0.000731	   0.115703	   0.218852	   0.234617	   0.080389	     52.87 % 
5000 64  SAWTOTH REVERSE___	   0.000720	   0.115584	   0.096127	   0.108507	   0.060856	    120.24 % .!!!.
5000 64  _RANDOM REVERSE___	   0.000720	   0.165426	   0.160586	   0.181108	   0.060581	    103.01 % ..
5000 64  PLATEAU REVERSE___	   0.000737	   0.006409	   0.001845	   0.001724	   0.001765	    347.28 % .!!!!!.
5000 64  SHUFFLE REVERSE___	   0.000740	   0.096239	   0.048335	   0.055662	   0.117307	    199.11 % .!!!!.
5000 64  STAGGER REVERSE_FR	   0.000756	   0.117957	   0.221398	   0.237862	   0.080288	     53.28 % 
5000 64  SAWTOTH REVERSE_FR	   0.000727	   0.114959	   0.096496	   0.107401	   0.060975	    119.13 % .!!.
5000 64  _RANDOM REVERSE_FR	   0.000746	   0.161984	   0.160270	   0.179165	   0.060402	    101.07 % ..
5000 64  PLATEAU REVERSE_FR	   0.000740	   0.018966	   0.001765	   0.001747	   0.001751	   1074.61 % .!!!!!.
5000 64  SHUFFLE REVERSE_FR	   0.000772	   0.099233	   0.048413	   0.054863	   0.117505	    204.97 % .!!!!!.
5000 64  STAGGER REVERSE_BA	   0.000720	   0.116426	   0.224678	   0.240494	   0.079873	     51.82 % 
5000 64  SAWTOTH REVERSE_BA	   0.000745	   0.111353	   0.093973	   0.105664	   0.060312	    118.49 % .!!.
5000 64  _RANDOM REVERSE_BA	   0.000714	   0.163590	   0.158227	   0.177828	   0.060524	    103.39 % ..
5000 64  PLATEAU REVERSE_BA	   0.000733	   0.003210	   0.003180	   0.003857	   0.002306	    100.95 % ..
5000 64  SHUFFLE REVERSE_BA	   0.000758	   0.093243	   0.047210	   0.054226	   0.117534	    197.50 % .!!!!.
5000 64  STAGGER SORT______	   0.000720	   0.003204	   0.003249	   0.003803	   0.002305	     98.62 % 
5000 64  SAWTOTH SORT______	   0.000754	   0.003190	   0.003203	   0.003739	   0.002342	     99.61 % 
5000 64  _RANDOM SORT______	   0.000738	   0.003168	   0.003242	   0.003755	   0.002361	     97.71 % 
5000 64  PLATEAU SORT______	   0.000722	   0.003184	   0.003235	   0.003786	   0.002299	     98.41 % 
5000 64  SHUFFLE SORT______	   0.000740	   0.003263	   0.003172	   0.003775	   0.002254	    102.87 % ..
5000 64  STAGGER DITHER____	   0.000745	   0.111592	   0.218405	   0.233655	   0.079490	     51.09 % 
5000 64  SAWTOTH DITHER____	   0.000760	   0.122548	   0.122110	   0.138380	   0.059765	    100.36 % ..
5000 64  _RANDOM DITHER____	   0.000752	   0.166958	   0.162355	   0.181911	   0.060416	    102.83 % ..
5000 64  PLATEAU DITHER____	   0.000738	   0.018304	   0.015885	   0.016747	   0.060039	    115.23 % .!!.
5000 64  SHUFFLE DITHER____	   0.000717	   0.095519	   0.039418	   0.046145	   0.115848	    242.33 % .!!!!!.
5000 256  STAGGER IDENT_____	   0.000747	   0.270854	   0.245694	   0.259317	   0.089863	    110.24 % .!!.
5000 256  SAWTOTH IDENT_____	   0.000760	   0.076080	   0.166254	   0.178362	   0.062156	     45.76 % 
5000 256  _RANDOM IDENT_____	   0.000733	   0.240306	   0.250812	   0.268889	   0.061366	     95.81 % 
5000 256  PLATEAU IDENT_____	   0.000727	   0.003174	   0.003226	   0.003782	   0.002270	     98.39 % 
5000 256  SHUFFLE IDENT_____	   0.000737	   0.069932	   0.031607	   0.036037	   0.112331	    221.25 % .!!!!!.
5000 256  STAGGER REVERSE___	   0.000742	   0.262436	   0.242231	   0.257234	   0.089691	    108.34 % .!.
5000 256  SAWTOTH REVERSE___	   0.000749	   0.079358	   0.180019	   0.188393	   0.064713	     44.08 % 
5000 256  _RANDOM REVERSE___	   0.000747	   0.241879	   0.249707	   0.269177	   0.061220	     96.86 % 
5000 256  PLATEAU REVERSE___	   0.000742	   0.006305	   0.002049	   0.002192	   0.002038	    307.76 % .!!!!!.
5000 256  SHUFFLE REVERSE___	   0.000759	   0.068346	   0.053523	   0.059944	   0.118488	    127.69 % .!!!.
5000 256  STAGGER REVERSE_FR	   0.000746	   0.273240	   0.249625	   0.262362	   0.089520	    109.46 % .!.
5000 256  SAWTOTH REVERSE_FR	   0.000759	   0.078786	   0.179813	   0.190221	   0.063737	     43.82 % 
5000 256  _RANDOM REVERSE_FR	   0.000749	   0.239652	   0.254911	   0.274585	   0.061188	     94.01 % 
5000 256  PLATEAU REVERSE_FR	   0.000707	   0.019006	   0.002096	   0.002160	   0.002098	    906.94 % .!!!!!.
5000 256  SHUFFLE REVERSE_FR	   0.000728	   0.072590	   0.046577	   0.051982	   0.115407	    155.85 % .!!!.
5000 256  STAGGER REVERSE_BA	   0.000753	   0.267501	   0.240583	   0.254302	   0.089087	    111.19 % .!!.
5000 256  SAWTOTH REVERSE_BA	   0.000728	   0.080141	   0.170568	   0.181843	   0.062965	     46.98 % 
5000 256  _RANDOM REVERSE_BA	   0.000730	   0.236056	   0.248924	   0.267173	   0.061221	     94.83 % 
5000 256  PLATEAU REVERSE_BA	   0.000746	   0.003169	   0.003194	   0.003766	   0.002286	     99.22 % 
5000 256  SHUFFLE REVERSE_BA	   0.000733	   0.070857	   0.040554	   0.045285	   0.116252	    174.72 % .!!!!.
5000 256  STAGGER SORT______	   0.000745	   0.003168	   0.003191	   0.003766	   0.002341	     99.25 % 
5000 256  SAWTOTH SORT______	   0.000736	   0.003166	   0.003178	   0.003772	   0.002296	     99.65 % 
5000 256  _RANDOM SORT______	   0.000747	   0.003222	   0.003236	   0.003779	   0.002277	     99.56 % 
5000 256  PLATEAU SORT______	   0.000722	   0.003187	   0.003180	   0.003860	   0.002304	    100.23 % ..
5000 256  SHUFFLE SORT______	   0.000737	   0.003165	   0.003177	   0.003772	   0.002310	     99.62 % 
5000 256  STAGGER DITHER____	   0.000742	   0.272065	   0.241426	   0.254289	   0.089446	    112.69 % .!!.
5000 256  SAWTOTH DITHER____	   0.000749	   0.153903	   0.184726	   0.197218	   0.061212	     83.31 % 
5000 256  _RANDOM DITHER____	   0.000727	   0.240685	   0.253314	   0.271973	   0.062130	     95.01 % 
5000 256  PLATEAU DITHER____	   0.000743	   0.023940	   0.017755	   0.017817	   0.060671	    134.84 % .!!!.
5000 256  SHUFFLE DITHER____	   0.000746	   0.071673	   0.035550	   0.039878	   0.111505	    201.61 % .!!!!!.
5000 1024  STAGGER IDENT_____	   0.000751	   0.178947	   0.220632	   0.239651	   0.077628	     81.11 % 
5000 1024  SAWTOTH IDENT_____	   0.000707	   0.045275	   0.151035	   0.164447	   0.044757	     29.98 % 
5000 1024  _RANDOM IDENT_____	   0.000716	   0.301807	   0.272481	   0.287878	   0.068063	    110.76 % .!!.
5000 1024  PLATEAU IDENT_____	   0.000725	   0.003253	   0.003226	   0.003784	   0.002302	    100.84 % ..
5000 1024  SHUFFLE IDENT_____	   0.000729	!  0.050468	!  0.027260	!  0.031804	!  0.050616	    185.13 % .!!!!.
5000 1024  STAGGER REVERSE___	   0.000742	   0.197467	   0.216894	   0.237953	   0.078151	     91.04 % 
5000 1024  SAWTOTH REVERSE___	   0.000733	   0.048910	   0.162849	   0.173675	   0.048155	     30.03 % 
5000 1024  _RANDOM REVERSE___	   0.000746	   0.302507	   0.273732	   0.291176	   0.068074	    110.51 % .!!.
5000 1024  PLATEAU REVERSE___	   0.000738	   0.006424	   0.003281	   0.003489	   0.003224	    195.77 % .!!!!.
5000 1024  SHUFFLE REVERSE___	   0.000720	!  0.049382	!  0.052598	!  0.061834	!  0.049352	     93.89 % 
5000 1024  STAGGER REVERSE_FR	   0.000732	   0.188540	   0.215429	   0.235706	   0.077900	     87.52 % 
5000 1024  SAWTOTH REVERSE_FR	   0.000746	   0.046998	   0.157230	   0.169421	   0.046287	     29.89 % 
5000 1024  _RANDOM REVERSE_FR	   0.000742	   0.302070	   0.277548	   0.294650	   0.068075	    108.84 % .!.
5000 1024  PLATEAU REVERSE_FR	   0.000725	   0.019208	   0.003324	   0.003528	   0.003274	    577.83 % .!!!!!.
5000 1024  SHUFFLE REVERSE_FR	   0.000729	!  0.053150	!  0.045922	!  0.048708	!  0.054336	    115.74 % .!!.
5000 1024  STAGGER REVERSE_BA	   0.000756	   0.185571	   0.221533	   0.243686	   0.077609	     83.77 % 
5000 1024  SAWTOTH REVERSE_BA	   0.000742	   0.048090	   0.162450	   0.174106	   0.047392	     29.60 % 
5000 1024  _RANDOM REVERSE_BA	   0.000734	   0.301403	   0.271561	   0.288328	   0.068030	    110.99 % .!!.
5000 1024  PLATEAU REVERSE_BA	   0.000729	   0.003164	   0.003181	   0.003877	   0.002305	     99.45 % 
5000 1024  SHUFFLE REVERSE_BA	   0.000734	   0.054827	!  0.043087	!  0.049098	!  0.054753	    127.25 % .!!!.
5000 1024  STAGGER SORT______	   0.000779	   0.003202	   0.003210	   0.003684	   0.002306	     99.77 % 
5000 1024  SAWTOTH SORT______	   0.000744	   0.003169	   0.003178	   0.003863	   0.002277	     99.72 % 
5000 1024  _RANDOM SORT______	   0.000735	   0.003177	   0.003183	   0.003723	   0.002351	     99.81 % 
5000 1024  PLATEAU SORT______	   0.000758	   0.003178	   0.003227	   0.003846	   0.002290	     98.48 % 
5000 1024  SHUFFLE SORT______	   0.000726	   0.003216	   0.003212	   0.003777	   0.002306	    100.14 % ..
5000 1024  STAGGER DITHER____	   0.000722	   0.178818	   0.220764	   0.239555	   0.077931	     81.00 % 
5000 1024  SAWTOTH DITHER____	   0.000732	   0.180356	   0.170561	   0.179348	   0.070902	    105.74 % .!.
5000 1024  _RANDOM DITHER____	   0.000756	   0.302378	   0.274489	   0.293095	   0.068156	    110.16 % .!!.
5000 1024  PLATEAU DITHER____	   0.000724	   0.026368	   0.022572	   0.021750	   0.062986	    116.82 % .!!.
5000 1024  SHUFFLE DITHER____	   0.000757	   0.052526	   0.032296	   0.036799	   0.105498	    162.64 % .!!!!.
5000 4096  STAGGER IDENT_____	   0.000750	   0.271867	   0.254101	   0.269202	   0.088960	    106.99 % .!.
5000 4096  SAWTOTH IDENT_____	   0.000727	   0.016362	   0.010665	   0.012317	   0.014882	    153.42 % .!!!.
5000 4096  _RANDOM IDENT_____	   0.000754	   0.307588	   0.274138	   0.288544	   0.106819	    112.20 % .!!.
5000 4096  PLATEAU IDENT_____	   0.000753	   0.003151	   0.003173	   0.003780	   0.002335	     99.31 % 
5000 4096  SHUFFLE IDENT_____	   0.000740	!  0.030600	!  0.018389	!  0.021377	!  0.029881	    166.40 % .!!!!.
5000 4096  STAGGER REVERSE___	   0.000722	   0.269735	   0.245216	   0.258341	   0.088964	    110.00 % .!.
5000 4096  SAWTOTH REVERSE___	   0.000737	   0.021205	   0.015045	   0.015911	   0.019421	    140.95 % .!!!.
5000 4096  _RANDOM REVERSE___	   0.000746	   0.307788	   0.274071	   0.287853	   0.106789	    112.30 % .!!.
5000 4096  PLATEAU REVERSE___	   0.000736	   0.006755	   0.006020	   0.006961	   0.005626	    112.21 % .!!.
5000 4096  SHUFFLE REVERSE___	   0.000756	!  0.032626	!  0.029087	!  0.027433	!  0.031602	    112.17 % .!!.
5000 4096  STAGGER REVERSE_FR	   0.000752	   0.279152	   0.250360	   0.262239	   0.089316	    111.50 % .!!.
5000 4096  SAWTOTH REVERSE_FR	   0.000731	   0.018112	   0.012175	   0.014364	   0.028259	    148.76 % .!!!.
5000 4096  _RANDOM REVERSE_FR	   0.000725	   0.307898	   0.277601	   0.292083	   0.106765	    110.91 % .!!.
5000 4096  PLATEAU REVERSE_FR	   0.000741	   0.005105	   0.004806	   0.005653	   0.018250	    106.21 % .!.
5000 4096  SHUFFLE REVERSE_FR	   0.000729	!  0.033403	!  0.029045	!  0.032554	!  0.037837	    115.01 % .!!.
5000 4096  STAGGER REVERSE_BA	   0.000745	   0.280118	   0.250614	   0.264796	   0.088961	    111.77 % .!!.
5000 4096  SAWTOTH REVERSE_BA	   0.000735	   0.020543	   0.016597	   0.019094	   0.028341	    123.78 % .!!!.
5000 4096  _RANDOM REVERSE_BA	   0.000736	   0.308335	   0.274645	   0.288703	   0.106725	    112.27 % .!!.
5000 4096  PLATEAU REVERSE_BA	   0.000760	   0.020174	   0.013430	   0.015826	   0.018621	    150.22 % .!!!.
5000 4096  SHUFFLE REVERSE_BA	   0.000710	   0.038068	!  0.038048	!  0.044079	!  0.037267	    100.05 % ..
5000 4096  STAGGER SORT______	   0.000731	   0.003175	   0.003235	   0.003772	   0.002369	     98.15 % 
5000 4096  SAWTOTH SORT______	   0.000723	   0.003184	   0.003192	   0.003817	   0.002357	     99.78 % 
5000 4096  _RANDOM SORT______	   0.000754	   0.003182	   0.003176	   0.003754	   0.002262	    100.16 % ..
5000 4096  PLATEAU SORT______	   0.000732	   0.003180	   0.003187	   0.003781	   0.002294	     99.78 % 
