
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)

Timings are estimated using auto-tune to satisfy the maximal uncertainty of 2 %.


Length Sub-size  Builder Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11P	RADIX	[DPQ_11 % DPQ_18_11_21]

lreps: 1 with reps: 5

100000 1024  SHUFFLE SORT______	   0.046177	   0.089639	   0.142628	   0.052800	   0.086396	     62.85 % 
100000 1024  STAGGER DITHER____	   0.046299	   9.371677	  11.394615	  11.349159	   3.348287	     82.25 % 
100000 1024  SAWTOTH DITHER____	   0.046355	   5.401107	   6.912342	   7.213118	   2.486428	     78.14 % 
100000 1024  _RANDOM DITHER____	   0.046262	   9.851845	  10.118561	  10.315138	   2.936544	     97.36 % 
100000 1024  PLATEAU DITHER____	   0.046271	   0.657806	   0.503611	   0.471869	   2.148002	    130.62 % .!!!.
100000 1024  SHUFFLE DITHER____	   0.046290	   4.165164	   2.459382	   2.650289	   4.087637	    169.36 % .!!!!.
100000 4096  STAGGER IDENT_____	   0.046002	  13.154890	  13.668543	  13.649590	   3.493885	     96.24 % 
100000 4096  SAWTOTH IDENT_____	   0.045941	   2.671514	   1.596336	   1.465404	   2.709290	    167.35 % .!!!!.
100000 4096  _RANDOM IDENT_____	   0.046022	  12.203505	  13.674458	  13.540476	   2.780316	     89.24 % 
100000 4096  PLATEAU IDENT_____	   0.046103	   0.101444	   0.158381	   0.053678	   0.086342	     64.05 % 
100000 4096  SHUFFLE IDENT_____	   0.045983	   2.548598	   0.932972	   0.874047	   4.277051	    273.17 % .!!!!!.
100000 4096  STAGGER REVERSE___	   0.042619	  13.285457	  13.651732	  13.479418	   3.508305	     97.32 % 
100000 4096  SAWTOTH REVERSE___	   0.046132	   2.835795	   1.712279	   1.596169	   2.832349	    165.62 % .!!!!.
100000 4096  _RANDOM REVERSE___	   0.046176	  12.154981	  13.642946	  13.493755	   2.780532	     89.09 % 
100000 4096  PLATEAU REVERSE___	   0.046112	   0.220023	   0.088456	   0.062523	!  0.071640	    248.74 % .!!!!!.
100000 4096  SHUFFLE REVERSE___	   0.046153	   2.462197	   1.392784	   1.258708	   4.461535	    176.78 % .!!!!.
100000 4096  STAGGER REVERSE_FR	   0.046029	  13.291031	  14.114463	  14.129542	   3.491487	     94.17 % 
100000 4096  SAWTOTH REVERSE_FR	   0.046104	   2.753786	   1.684238	   1.552768	   2.814151	    163.50 % .!!!!.
100000 4096  _RANDOM REVERSE_FR	   0.045931	  12.172367	  13.670046	  13.529231	   2.780510	     89.04 % 
100000 4096  PLATEAU REVERSE_FR	   0.046094	   0.669278	   0.088421	   0.062728	   0.073741	    756.92 % .!!!!!.
100000 4096  SHUFFLE REVERSE_FR	   0.045979	   2.617860	   1.162302	   1.074011	   4.405307	    225.23 % .!!!!!.
100000 4096  STAGGER REVERSE_BA	   0.046141	  13.132739	  13.864894	  13.863117	   3.494944	     94.72 % 
100000 4096  SAWTOTH REVERSE_BA	   0.046079	   2.743256	   1.667849	   1.539610	   2.744070	    164.48 % .!!!!.
100000 4096  _RANDOM REVERSE_BA	   0.046110	  12.164638	  13.672824	  13.524220	   2.785432	     88.97 % 
100000 4096  PLATEAU REVERSE_BA	   0.046097	   0.101220	   0.142467	   0.052526	   0.086531	     71.05 % 
100000 4096  SHUFFLE REVERSE_BA	   0.046107	   2.642865	   1.199987	   1.116318	   4.193647	    220.24 % .!!!!!.
100000 4096  STAGGER SORT______	   0.046181	   0.089412	   0.142335	   0.053361	   0.075564	     62.82 % 
100000 4096  SAWTOTH SORT______	   0.042301	   0.094058	   0.145968	   0.064889	   0.090229	     64.44 % 
100000 4096  _RANDOM SORT______	   0.046238	   0.089923	   0.143337	   0.061394	   0.075731	     62.74 % 
100000 4096  PLATEAU SORT______	   0.045992	   0.089147	   0.158512	   0.052920	   0.086147	     56.24 % 
100000 4096  SHUFFLE SORT______	   0.046128	   0.089242	   0.142658	   0.061883	   0.086601	     62.56 % 
100000 4096  STAGGER DITHER____	   0.046192	  13.162478	  13.789671	  13.704488	   3.496465	     95.45 % 
100000 4096  SAWTOTH DITHER____	   0.046106	   6.322619	   9.297718	   9.380556	   2.678267	     68.00 % 
100000 4096  _RANDOM DITHER____	   0.046137	  12.171999	  13.655088	  13.478130	   2.781481	     89.14 % 
100000 4096  PLATEAU DITHER____	   0.046224	   0.901960	   0.517518	   0.491355	   2.159219	    174.29 % .!!!!.
100000 4096  SHUFFLE DITHER____	   0.046213	   3.639345	   2.193021	   2.395958	   3.913917	    165.95 % .!!!!.
100000 16384  STAGGER IDENT_____	   0.046092	  13.488895	  13.793820	  13.852902	   3.362808	     97.79 % 
100000 16384  SAWTOTH IDENT_____	   0.046017	   1.634332	   1.000606	   0.894579	   1.580019	    163.33 % .!!!!.
100000 16384  _RANDOM IDENT_____	   0.046109	  14.697000	  14.840348	  14.746752	   3.081554	     99.03 % 
100000 16384  PLATEAU IDENT_____	   0.046111	   0.101369	   0.142100	   0.061135	   0.086247	     71.34 % 
100000 16384  SHUFFLE IDENT_____	   0.046092	   1.800396	   0.644986	   0.581189	   1.727690	    279.14 % .!!!!!.
100000 16384  STAGGER REVERSE___	   0.046079	  13.476357	  13.892229	  13.765246	   3.366846	     97.01 % 
100000 16384  SAWTOTH REVERSE___	   0.046062	   1.773372	   1.212577	   1.106247	   1.693545	    146.25 % .!!!.
100000 16384  _RANDOM REVERSE___	   0.046194	  14.707881	  14.960531	  14.842312	   3.084577	     98.31 % 
100000 16384  PLATEAU REVERSE___	   0.046127	   0.221407	   0.127507	   0.094023	   0.108247	    173.64 % .!!!!.
100000 16384  SHUFFLE REVERSE___	   0.046227	   1.731401	   1.006331	   0.895431	   1.620211	    172.05 % .!!!!.
100000 16384  STAGGER REVERSE_FR	   0.045992	  13.402926	  14.070901	  14.075699	   3.306691	     95.25 % 
100000 16384  SAWTOTH REVERSE_FR	   0.046019	   1.733507	   1.098458	   0.997527	   1.663173	    157.81 % .!!!.
100000 16384  _RANDOM REVERSE_FR	   0.046161	  14.665654	  14.863498	  14.764794	   3.081971	     98.67 % 
100000 16384  PLATEAU REVERSE_FR	   0.046009	   0.721763	   0.128292	   0.094824	   0.109449	    562.59 % .!!!!!.
100000 16384  SHUFFLE REVERSE_FR	   0.046042	   1.896131	   0.796380	   0.710744	   1.829444	    238.09 % .!!!!!.
100000 16384  STAGGER REVERSE_BA	   0.046135	  13.466926	  13.715559	  13.625853	   3.302219	     98.19 % 
100000 16384  SAWTOTH REVERSE_BA	   0.046116	   1.735730	   1.070070	   0.971683	   1.664359	    162.21 % .!!!!.
100000 16384  _RANDOM REVERSE_BA	   0.042434	  14.688015	  14.975587	  14.874808	   3.083510	     98.08 % 
100000 16384  PLATEAU REVERSE_BA	   0.046291	   0.100813	   0.143608	   0.061176	   0.086350	     70.20 % 
100000 16384  SHUFFLE REVERSE_BA	   0.046092	   1.902151	   0.871830	   0.779611	   1.818861	    218.18 % .!!!!!.
100000 16384  STAGGER SORT______	   0.046180	   0.089342	   0.142299	   0.061738	   0.086869	     62.78 % 
100000 16384  SAWTOTH SORT______	   0.046001	   0.101791	   0.143690	   0.061252	   0.086651	     70.84 % 
100000 16384  _RANDOM SORT______	   0.046187	   0.089728	   0.142867	   0.062147	   0.075868	     62.80 % 
100000 16384  PLATEAU SORT______	   0.045786	   0.101138	   0.158696	   0.061516	   0.075944	     63.73 % 
100000 16384  SHUFFLE SORT______	   0.046067	   0.101363	   0.158955	   0.061732	   0.086442	     63.77 % 
100000 16384  STAGGER DITHER____	   0.046205	  13.498429	  13.795211	  13.851589	   3.361114	     97.85 % 
100000 16384  SAWTOTH DITHER____	   0.046172	   7.856743	   9.760120	   9.924732	   2.872980	     80.50 % 
100000 16384  _RANDOM DITHER____	   0.046293	  14.711344	  14.948023	  14.915609	   3.082533	     98.42 % 
100000 16384  PLATEAU DITHER____	   0.046190	   0.976295	   0.820848	   0.742312	   2.195103	    118.94 % .!!.
100000 16384  SHUFFLE DITHER____	   0.046275	   2.704429	   2.107609	   2.311941	   3.792845	    128.32 % .!!!.
100000 65536  STAGGER IDENT_____	   0.046078	  13.082136	  13.448608	  13.530932	   3.412792	     97.28 % 
100000 65536  SAWTOTH IDENT_____	   0.046094	   0.616227	   0.457505	   0.372592	   0.562189	    134.69 % .!!!.
100000 65536  _RANDOM IDENT_____	   0.046096	  15.034948	  15.017941	  14.962468	   4.162097	    100.11 % ..
100000 65536  PLATEAU IDENT_____	   0.046127	   0.100601	   0.141755	   0.061545	   0.086265	     70.97 % 
100000 65536  SHUFFLE IDENT_____	   0.045950	!  1.122091	!  0.533739	!  0.445184	!  1.108216	    210.23 % .!!!!!.
100000 65536  STAGGER REVERSE___	   0.046125	  13.169936	  13.337874	  13.342279	   3.229131	     98.74 % 
100000 65536  SAWTOTH REVERSE___	   0.046111	   0.799324	   0.575030	   0.505750	   0.710268	    139.01 % .!!!.
100000 65536  _RANDOM REVERSE___	   0.046129	  15.082589	  15.032486	  14.908621	   4.160337	    100.33 % ..
100000 65536  PLATEAU REVERSE___	   0.046291	   0.233996	   0.223530	   0.167765	   0.193548	    104.68 % ..
100000 65536  SHUFFLE REVERSE___	   0.046199	!  1.193515	!  0.725159	!  0.643183	!  1.094090	    164.59 % .!!!!.
100000 65536  STAGGER REVERSE_FR	   0.045998	  12.997601	  13.812570	  13.822998	   3.608118	     94.10 % 
100000 65536  SAWTOTH REVERSE_FR	   0.046022	   0.692439	   0.506118	   0.431512	   0.923813	    136.81 % .!!!.
100000 65536  _RANDOM REVERSE_FR	   0.046130	  15.052489	  15.018921	  14.905566	   4.168602	    100.22 % ..
100000 65536  PLATEAU REVERSE_FR	   0.046092	   0.166600	   0.188800	   0.124069	   0.613804	     88.24 % 
100000 65536  SHUFFLE REVERSE_FR	   0.046025	!  1.277455	!  0.607968	!  0.500846	   1.170650	    210.12 % .!!!!!.
100000 65536  STAGGER REVERSE_BA	   0.046104	  13.119941	  13.545339	  13.503502	   3.411680	     96.86 % 
100000 65536  SAWTOTH REVERSE_BA	   0.046152	   0.740554	   0.666338	   0.637780	   1.030871	    111.14 % .!!.
100000 65536  _RANDOM REVERSE_BA	   0.046146	  15.019994	  15.080861	  15.004126	   4.159949	     99.60 % 
100000 65536  PLATEAU REVERSE_BA	   0.046227	   0.632666	   0.490203	   0.409035	   0.570984	    129.06 % .!!!.
100000 65536  SHUFFLE REVERSE_BA	   0.046035	   1.320205	   0.741981	   0.668190	   1.247045	    177.93 % .!!!!.
100000 65536  STAGGER SORT______	   0.046045	   0.089959	   0.142465	   0.062834	   0.074660	     63.14 % 
100000 65536  SAWTOTH SORT______	   0.046094	   0.101218	   0.158366	   0.062458	   0.085476	     63.91 % 
100000 65536  _RANDOM SORT______	   0.046211	   0.089876	   0.142713	   0.062911	   0.075886	     62.98 % 
100000 65536  PLATEAU SORT______	   0.045848	   0.101139	   0.158481	   0.061214	   0.076391	     63.82 % 
100000 65536  SHUFFLE SORT______	   0.046024	   0.089302	   0.142103	   0.053243	   0.075649	     62.84 % 
100000 65536  STAGGER DITHER____	   0.046136	  13.096078	  13.460459	  13.531516	   3.474517	     97.29 % 
100000 65536  SAWTOTH DITHER____	   0.046148	   5.198110	   7.690014	   7.973909	   3.306218	     67.60 % 
100000 65536  _RANDOM DITHER____	   0.046211	  15.066176	  15.094020	  15.008392	   4.160530	     99.82 % 
100000 65536  PLATEAU DITHER____	   0.046198	   1.718062	   1.520924	   1.558352	   2.337825	    112.96 % .!!.
100000 65536  SHUFFLE DITHER____	   0.046269	   2.156242	   1.983020	   2.158154	   3.448302	    108.74 % .!.
lreps: 1 with reps: 5

500000 1  STAGGER IDENT_____	   0.244218	   3.361014	   2.480579	   2.032234	   3.209466	    135.49 % .!!!.
500000 1  SAWTOTH IDENT_____	   0.225926	   0.333302	   0.330487	   0.225511	   0.539377	    100.85 % ..
500000 1  _RANDOM IDENT_____	   0.221781	   0.382823	   0.337819	   0.264263	   0.533041	    113.32 % .!!.
500000 1  PLATEAU IDENT_____	   0.241758	   0.455342	   0.718913	   0.270626	   0.384392	     63.34 % 
500000 1  SHUFFLE IDENT_____	   0.241664	   0.455854	   0.716966	   0.272017	   0.433432	     63.58 % 
500000 1  STAGGER REVERSE___	   0.241524	   4.230677	   2.935998	   2.588116	   3.799312	    144.10 % .!!!.
500000 1  SAWTOTH REVERSE___	   0.222014	   0.337575	   0.377334	   0.264091	   0.532780	     89.46 % 
500000 1  _RANDOM REVERSE___	   0.222344	   0.341807	   0.376375	   0.265776	   0.533805	     90.82 % 
500000 1  PLATEAU REVERSE___	   0.241251	   1.088825	   0.337160	   0.264967	   0.273785	    322.94 % .!!!!!.
500000 1  SHUFFLE REVERSE___	   0.241368	   1.210878	   1.190399	   0.837061	   1.001448	    101.72 % ..
500000 1  STAGGER REVERSE_FR	   0.241858	   3.855691	   2.709911	   2.300739	   3.491424	    142.28 % .!!!.
500000 1  SAWTOTH REVERSE_FR	   0.221792	   0.337205	   0.336058	   0.265317	   0.532700	    100.34 % ..
500000 1  _RANDOM REVERSE_FR	   0.222174	   0.377699	   0.335597	   0.265579	   0.531537	    112.55 % .!!.
500000 1  PLATEAU REVERSE_FR	   0.240849	   3.398336	   0.333730	   0.229888	   0.273841	   1018.29 % .!!!!!.
500000 1  SHUFFLE REVERSE_FR	   0.241901	   0.829579	   0.956594	   0.556433	   3.063270	     86.72 % 
500000 1  STAGGER REVERSE_BA	   0.241389	   3.867100	   2.716273	   2.308096	   3.509321	    142.37 % .!!!.
500000 1  SAWTOTH REVERSE_BA	   0.222021	   0.336893	   0.377509	   0.265895	   0.532305	     89.24 % 
500000 1  _RANDOM REVERSE_BA	   0.222122	   0.336950	   0.336038	   0.267224	   0.534100	    100.27 % ..
500000 1  PLATEAU REVERSE_BA	   0.241540	   0.458095	   0.717531	   0.269960	   0.384159	     63.84 % 
500000 1  SHUFFLE REVERSE_BA	   0.241013	   3.866418	   2.717766	   2.330123	   3.510077	    142.26 % .!!!.
500000 1  STAGGER SORT______	!  0.223395	   0.535461	   0.745753	   0.334541	   0.460145	     71.80 % 
500000 1  SAWTOTH SORT______	   0.221610	   0.379304	   0.339259	   0.265637	   0.533559	    111.80 % .!!.
500000 1  _RANDOM SORT______	   0.221478	   0.380111	   0.340986	   0.265240	   0.534663	    111.47 % .!!.
500000 1  PLATEAU SORT______	   0.240209	   0.456822	   0.718115	   0.309444	   0.389324	     63.61 % 
500000 1  SHUFFLE SORT______	   0.241293	   0.457700	   0.722825	   0.312055	   0.388921	     63.32 % 
500000 1  STAGGER DITHER____	   0.241849	  31.154277	  55.760744	  59.814096	  20.535036	     55.87 % 
500000 1  SAWTOTH DITHER____	   0.241144	   2.920959	   2.435756	   2.220951	  10.702386	    119.92 % .!!.
500000 1  _RANDOM DITHER____	   0.239368	   2.921706	   2.317214	   2.217288	  10.690412	    126.09 % .!!!.
500000 1  PLATEAU DITHER____	   0.238566	   2.921153	   2.437064	   2.222557	  10.701231	    119.86 % .!!.
500000 1  SHUFFLE DITHER____	   0.238545	  10.289873	   9.784047	  10.291403	  12.749796	    105.17 % .!.
500000 16  STAGGER IDENT_____	   0.238498	  13.199580	   7.115617	   6.541212	  18.478746	    185.50 % .!!!!.
500000 16  SAWTOTH IDENT_____	   0.238272	   7.785643	   9.509932	   8.684627	  10.697785	     81.87 % 
500000 16  _RANDOM IDENT_____	   0.239009	  19.564740	  19.940297	  20.634146	  10.713268	     98.12 % 
500000 16  PLATEAU IDENT_____	   0.237983	   0.456924	   0.719449	   0.273707	   0.386115	     63.51 % 
500000 16  SHUFFLE IDENT_____	   0.238327	  23.843599	  16.702638	  17.492163	  21.235509	    142.75 % .!!!.
500000 16  STAGGER REVERSE___	   0.238715	  13.940693	   7.595456	   7.126815	  18.950672	    183.54 % .!!!!.
500000 16  SAWTOTH REVERSE___	   0.238679	   8.698563	  11.092731	$  11.415890	  10.698387	     78.42 % 
500000 16  _RANDOM REVERSE___	   0.238758	  19.782864	  21.031369	  21.612093	  10.696187	     94.06 % 
500000 16  PLATEAU REVERSE___	   0.239083	   1.084424	   0.332932	   0.262225	   0.271610	    325.72 % .!!!!!.
500000 16  SHUFFLE REVERSE___	   0.238636	  21.032080	  21.374249	  22.322907	  20.105010	     98.40 % 
500000 16  STAGGER REVERSE_FR	   0.238636	  13.315675	   7.435061	   6.858331	  18.693091	    179.09 % .!!!!.
500000 16  SAWTOTH REVERSE_FR	   0.238330	   8.035367	  12.806121	  13.207542	  10.705269	     62.75 % 
500000 16  _RANDOM REVERSE_FR	   0.238345	  19.894318	  19.574183	  20.097045	  10.713522	    101.64 % ..
500000 16  PLATEAU REVERSE_FR	   0.238107	   3.380190	   0.335204	   0.230126	   0.271833	   1008.40 % .!!!!!.
500000 16  SHUFFLE REVERSE_FR	   0.238373	  23.667083	  21.140134	  22.229716	  20.652313	    111.95 % .!!.
500000 16  STAGGER REVERSE_BA	   0.238335	  13.515081	   7.549449	   7.000951	  18.508499	    179.02 % .!!!!.
500000 16  SAWTOTH REVERSE_BA	   0.238736	   9.551081	   8.868477	   8.118345	  10.708388	    107.70 % .!.
500000 16  _RANDOM REVERSE_BA	   0.238651	  20.158912	  20.141852	  20.593739	  10.707358	    100.08 % ..
500000 16  PLATEAU REVERSE_BA	   0.238905	   0.457072	   0.716351	   0.271332	   0.434691	     63.81 % 
500000 16  SHUFFLE REVERSE_BA	   0.238697	  22.351420	  22.032781	  23.216567	  20.659395	    101.45 % ..
500000 16  STAGGER SORT______	!  0.178990	   0.574517	   0.785592	   0.376830	   0.492390	     73.13 % 
500000 16  SAWTOTH SORT______	   0.236768	   0.447639	   0.694428	   0.310664	   0.422489	     64.46 % 
500000 16  _RANDOM SORT______	   0.236928	   0.451443	   0.702114	   0.307836	   0.425058	     64.30 % 
500000 16  PLATEAU SORT______	   0.238327	   0.456136	   0.715733	   0.309332	   0.385614	     63.73 % 
500000 16  SHUFFLE SORT______	   0.239158	   0.511243	   0.719040	   0.301760	   0.435808	     71.10 % 
500000 16  STAGGER DITHER____	   0.238446	  13.186883	   7.195299	   6.527806	  18.500311	    183.27 % .!!!!.
500000 16  SAWTOTH DITHER____	   0.239182	  12.766473	  17.732817	  19.027406	  10.700749	     71.99 % 
500000 16  _RANDOM DITHER____	   0.238473	  20.525199	  20.603600	  20.901569	  10.709215	     99.62 % 
500000 16  PLATEAU DITHER____	   0.238055	   3.077026	   2.438753	   2.299099	  10.689241	    126.17 % .!!!.
500000 16  SHUFFLE DITHER____	   0.238915	  26.068962	  24.201538	  25.366307	  22.750730	    107.72 % .!.
500000 256  STAGGER IDENT_____	   0.238154	  57.592689	  13.110840	  12.366104	  20.818684	    439.28 % .!!!!!.
500000 256  SAWTOTH IDENT_____	   0.237925	  19.336721	  21.981573	  22.471452	  10.693440	     87.97 % 
500000 256  _RANDOM IDENT_____	   0.238215	  37.790934	  39.350238	  40.022919	  10.709434	     96.04 % 
500000 256  PLATEAU IDENT_____	   0.238401	   0.456893	   0.716894	   0.269572	   0.385739	     63.73 % 
500000 256  SHUFFLE IDENT_____	   0.238086	  18.430054	   8.388052	   8.643955	  21.908351	    219.72 % .!!!!!.
500000 256  STAGGER REVERSE___	   0.238628	  57.953714	  13.571345	  13.037689	  20.570968	    427.03 % .!!!!!.
500000 256  SAWTOTH REVERSE___	   0.238618	  19.186022	  23.380764	  24.081264	  10.702560	     82.06 % 
500000 256  _RANDOM REVERSE___	   0.238688	  38.226343	  39.066590	  40.090202	  10.697150	     97.85 % 
500000 256  PLATEAU REVERSE___	   0.238302	   1.085402	   0.377343	   0.263256	   0.313382	    287.64 % .!!!!!.
500000 256  SHUFFLE REVERSE___	   0.238438	  14.983381	  16.124569	  16.413178	  19.866428	     92.92 % 
500000 256  STAGGER REVERSE_FR	   0.238742	  57.914289	  13.308015	  12.640803	  20.534715	    435.18 % .!!!!!.
500000 256  SAWTOTH REVERSE_FR	   0.238081	  18.386256	  23.720532	  24.392897	  10.712719	     77.51 % 
500000 256  _RANDOM REVERSE_FR	   0.238644	  38.798150	  38.764833	  39.404131	  10.701737	    100.09 % ..
500000 256  PLATEAU REVERSE_FR	   0.238381	   3.375424	   0.334515	   0.264907	   0.311935	   1009.05 % .!!!!!.
500000 256  SHUFFLE REVERSE_FR	   0.238732	  17.610191	  15.733551	  16.359790	  20.657422	    111.93 % .!!.
500000 256  STAGGER REVERSE_BA	   0.238800	  57.460511	  13.332232	  12.728032	  20.638221	    430.99 % .!!!!!.
500000 256  SAWTOTH REVERSE_BA	   0.238415	  18.549566	  24.098942	  25.369336	  10.698227	     76.97 % 
500000 256  _RANDOM REVERSE_BA	   0.238719	  38.448546	  39.702646	  40.489186	  10.698684	     96.84 % 
500000 256  PLATEAU REVERSE_BA	   0.238853	   0.454473	   0.715840	   0.270567	   0.384374	     63.49 % 
500000 256  SHUFFLE REVERSE_BA	   0.238515	  16.212641	  11.176324	  11.525199	  20.735507	    145.06 % .!!!.
500000 256  STAGGER SORT______	   0.239738	   0.509425	   0.789284	   0.310270	   0.433034	     64.54 % 
500000 256  SAWTOTH SORT______	!  0.234870	   0.511550	   0.721905	   0.316597	   0.384801	     70.86 % 
500000 256  _RANDOM SORT______	   0.239161	   0.509479	   0.785884	   0.310440	   0.433656	     64.83 % 
500000 256  PLATEAU SORT______	   0.237932	   0.455970	   0.717317	   0.274214	   0.386626	     63.57 % 
500000 256  SHUFFLE SORT______	   0.239206	   0.462562	   0.724667	   0.311014	   0.388549	     63.83 % 
500000 256  STAGGER DITHER____	   0.238448	  57.360727	  13.280796	  12.444122	  20.814214	    431.91 % .!!!!!.
500000 256  SAWTOTH DITHER____	   0.238347	  22.787106	  27.194410	  28.110108	  10.746662	     83.79 % 
500000 256  _RANDOM DITHER____	   0.238400	  38.081920	  39.408185	  40.320120	  10.771899	     96.63 % 
500000 256  PLATEAU DITHER____	   0.238751	   3.062692	   2.299942	   2.228501	  10.701356	    133.16 % .!!!.
500000 256  SHUFFLE DITHER____	   0.238292	  20.566360	  14.516494	  15.539502	  22.131253	    141.68 % .!!!.
500000 4096  STAGGER IDENT_____	   0.238554	  70.046059	  73.892356	  73.757455	  21.050079	     94.79 % 
500000 4096  SAWTOTH IDENT_____	   0.238543	  25.501345	  11.367596	  10.574414	  13.580660	    224.33 % .!!!!!.
500000 4096  _RANDOM IDENT_____	   0.238465	  57.600034	  59.718396	  60.793686	  13.578964	     96.45 % 
500000 4096  PLATEAU IDENT_____	   0.240140	   0.455297	   0.717708	   0.268526	   0.383514	     63.44 % 
500000 4096  SHUFFLE IDENT_____	   0.238368	  19.456533	   6.685102	   6.547746	  20.547416	    291.04 % .!!!!!.
500000 4096  STAGGER REVERSE___	   0.238950	  69.894612	  73.433109	  73.090165	  21.192265	     95.18 % 
500000 4096  SAWTOTH REVERSE___	   0.238492	  26.441736	  12.027653	  11.285359	  13.655412	    219.84 % .!!!!!.
500000 4096  _RANDOM REVERSE___	   0.238625	  57.816692	  59.435653	  60.632651	  13.588825	     97.28 % 
500000 4096  PLATEAU REVERSE___	   0.238387	   1.085860	   0.347035	   0.238133	   0.283023	    312.90 % .!!!!!.
500000 4096  SHUFFLE REVERSE___	   0.239177	  16.918359	   9.276260	   8.443247	  18.974738	    182.38 % .!!!!.
500000 4096  STAGGER REVERSE_FR	   0.238022	  70.094639	  76.252625	  76.820025	  20.967413	     91.92 % 
500000 4096  SAWTOTH REVERSE_FR	   0.238324	  26.076873	  11.666173	  10.915563	  13.560235	    223.53 % .!!!!!.
500000 4096  _RANDOM REVERSE_FR	   0.239917	  58.175307	  58.823711	  59.967992	  13.583229	     98.90 % 
500000 4096  PLATEAU REVERSE_FR	   0.238099	   3.370492	   0.346639	   0.275411	   0.284411	    972.34 % .!!!!!.
500000 4096  SHUFFLE REVERSE_FR	   0.238422	  18.212634	   7.854803	   7.344383	  19.760694	    231.87 % .!!!!!.
500000 4096  STAGGER REVERSE_BA	   0.239432	  69.984008	  74.873448	  74.902031	  20.983923	     93.47 % 
500000 4096  SAWTOTH REVERSE_BA	   0.238324	  27.178930	  11.661285	  10.883482	  13.618929	    233.07 % .!!!!!.
500000 4096  _RANDOM REVERSE_BA	   0.238983	  58.137274	  59.836391	  60.918464	  13.596288	     97.16 % 
500000 4096  PLATEAU REVERSE_BA	   0.238781	   0.455954	   0.716219	   0.309084	   0.385522	     63.66 % 
500000 4096  SHUFFLE REVERSE_BA	   0.238829	  17.557471	   7.956902	   7.521948	  19.925725	    220.66 % .!!!!!.
500000 4096  STAGGER SORT______	   0.239657	   0.459633	   0.789956	   0.311195	   0.435331	     58.18 % 
500000 4096  SAWTOTH SORT______	!  0.234997	   0.462942	   0.726374	   0.312383	   0.439133	     63.73 % 
500000 4096  _RANDOM SORT______	!  0.218404	   0.529287	   0.741499	   0.323213	   0.455276	     71.38 % 
500000 4096  PLATEAU SORT______	   0.237875	   0.455788	   0.719305	   0.308899	   0.387748	     63.37 % 
500000 4096  SHUFFLE SORT______	   0.239515	   0.508410	   0.721322	   0.309678	   0.394191	     70.48 % 
500000 4096  STAGGER DITHER____	   0.238335	  70.828257	  73.052374	  72.853074	  21.052954	     96.96 % 
500000 4096  SAWTOTH DITHER____	   0.238662	  29.810798	  38.131993	  40.606322	  13.576644	     78.18 % 
500000 4096  _RANDOM DITHER____	   0.238552	  57.694787	  59.185819	  60.287993	  13.585427	     97.48 % 
500000 4096  PLATEAU DITHER____	   0.238491	   3.159334	   2.352023	   2.278062	  10.718486	    134.32 % .!!!.
500000 4096  SHUFFLE DITHER____	   0.238776	  21.985213	  12.718019	  13.660917	  20.972124	    172.87 % .!!!!.
500000 65536  STAGGER IDENT_____	   0.238520	  77.194549	  78.900490	  79.124400	  18.584355	     97.84 % 
500000 65536  SAWTOTH IDENT_____	   0.238410	   8.540431	   5.371787	   4.833167	   8.246538	    158.99 % .!!!.
500000 65536  _RANDOM IDENT_____	   0.238788	  82.998593	  86.024974	  85.676359	  17.380323	     96.48 % 
500000 65536  PLATEAU IDENT_____	   0.238840	   0.454815	   0.719245	   0.269648	   0.384778	     63.23 % 
500000 65536  SHUFFLE IDENT_____	   0.239463	   9.389833	   3.575484	   3.279484	   8.951047	    262.62 % .!!!!!.
500000 65536  STAGGER REVERSE___	   0.238664	  76.435564	  79.124823	  79.317896	  18.445118	     96.60 % 
500000 65536  SAWTOTH REVERSE___	   0.238481	   9.319420	   6.043988	   5.577149	   8.906203	    154.19 % .!!!.
500000 65536  _RANDOM REVERSE___	   0.238471	  82.997800	  85.547219	  85.100386	  17.367355	     97.02 % 
500000 65536  PLATEAU REVERSE___	   0.238643	   1.107031	   0.528292	   0.430547	   0.444544	    209.55 % .!!!!!.
500000 65536  SHUFFLE REVERSE___	!  0.234764	   9.053371	   5.314521	   4.763863	   8.405792	    170.35 % .!!!!.
500000 65536  STAGGER REVERSE_FR	   0.238569	  75.141936	  79.085252	  78.713525	  18.698995	     95.01 % 
500000 65536  SAWTOTH REVERSE_FR	   0.238307	  10.390381	   5.896410	   5.401032	  10.023000	    176.22 % .!!!!.
500000 65536  _RANDOM REVERSE_FR	   0.238790	  83.122855	  85.334452	  85.012883	  17.394344	     97.41 % 
500000 65536  PLATEAU REVERSE_FR	   0.238111	   3.399109	   0.527018	   0.382432	   0.442429	    644.97 % .!!!!!.
500000 65536  SHUFFLE REVERSE_FR	   0.238207	   9.881055	   4.217398	   3.808575	   9.437978	    234.29 % .!!!!!.
500000 65536  STAGGER REVERSE_BA	   0.238542	  75.707687	  78.452093	  78.231337	  18.579705	     96.50 % 
